,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content
0,rogers park,"{'coordinates': [-87.67467921, 42.0160989], 'type': 'Point'}",2016-03-17 23:35:26,1,1,"Cooked Ham, USDA Choice Roasts and Catfish Nuggets at Rogers Park Fruit Market! @ Rogers Park… https://t.co/lrpKo88Zur"
1,rogers park,"{'coordinates': [-87.6637497, 42.0137024], 'type': 'Point'}",2016-03-17 13:28:24,0,0,Making it happen for Mary Taylor Sticha! @ Rogers Park Chamber of Commerce https://t.co/IP14BRxTxN
2,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-17 03:45:19,0,0,Just posted a photo @ Rogers Park Neighborhood https://t.co/UBzNlNNuc8
3,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-17 03:19:10,0,0,Just posted a photo @ Rogers Park Neighborhood https://t.co/ZZHX9qz5gp
4,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-16 20:26:16,1,0,The clouds are moving today! @ Rogers Park Neighborhood https://t.co/oP4E8Iyw10
5,rogers park,"{'coordinates': [-87.666285, 42.007317], 'type': 'Point'}",2016-03-16 15:43:47,2,0,"I'm at Rogers Park Social - @rpsocialbar in Chicago, IL https://t.co/7gANCcckgQ"
6,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-16 08:40:07,0,0,Wild for the night. Fuck bein' polite. @ Rogers Park Neighborhood https://t.co/6IsuoADlUT
7,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-16 08:37:36,0,0,Ma Gurls!! @ Rogers Park Neighborhood https://t.co/9EnbYJwuTn
8,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-15 17:01:16,0,0,Casting my vote in the art room of a charter school that used to be a Mega Mall @ Rogers Park… https://t.co/1sOMxsg9VR
9,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-15 14:21:10,0,0,Folks... I think I felt the Bern... @ Rogers Park Neighborhood https://t.co/tlY3aGP0Ar
10,rogers park,"{'coordinates': [-87.69468805, 42.01308307], 'type': 'Point'}",2016-03-15 13:40:31,2,0,"Just #Voted #IllinoisPrimary (@ Rogers (Phillip) Park in Chicago, IL) https://t.co/dP2TBXbssY"
11,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-15 02:05:00,1,0,Day 14 Goals: To finish grading before 10pm #DePaulWomenRock #WHMPhotoADay @ Rogers Park… https://t.co/CBe84Mcow0
12,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-13 21:35:20,0,0,Quiet Sunday. @ Rogers Park Neighborhood https://t.co/cAUYJw1IYB
13,rogers park,,2016-03-13 05:11:27,0,1,RT @RogersParkCoC: New lofts in a beautiful existing building on Clark Street (near Estes). @ Rogers Park Chamber of… https://t.co/6xqKC0Qr…
14,rogers park,"{'coordinates': [-87.6662979, 42.0074272], 'type': 'Point'}",2016-03-12 01:02:57,0,0,"Hey, Donnie. Heard you bailed on your own party at UIC. Need some liquid courage? @ Rogers Park… https://t.co/hFbrdmPCsC"
15,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-12 00:41:15,1,0,Day 11 First Lady Friday: Go Michelle! #DePaulWomenRock #WHMPhotoADay @ Rogers Park Neighborhood https://t.co/7uBfva7U3r
16,rogers park,"{'coordinates': [-87.67163858, 42.01077103], 'type': 'Point'}",2016-03-11 19:13:44,1,0,"I'm at Rogers Park in Chicago, IL https://t.co/1szinww26m"
17,rogers park,"{'coordinates': [-87.67163858, 42.01077103], 'type': 'Point'}",2016-03-11 07:28:36,1,0,"I'm at Rogers Park in Chicago, IL https://t.co/ZQD4xNEJQf"
18,rogers park,"{'coordinates': [-87.66382512, 42.01402818], 'type': 'Point'}",2016-03-11 02:18:14,0,0,"No Chopstix #tbt @ Rogers Park, Chicago, Illinois https://t.co/mVfwh2pNAQ"
19,rogers park,"{'coordinates': [-87.6758728, 42.0188026], 'type': 'Point'}",2016-03-11 00:23:39,6,1,Rogers Park Chamber of Commerce member Hard Water Bar &amp; Grill @ Hard Water Bar and Grill https://t.co/XHUAaCVX1c
20,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-10 23:29:28,1,0,Day 10 #OTWWB Go Blue Demons! #DePaulWomenRock #WHMPhotoADay @ Rogers Park Neighborhood https://t.co/OCUqdkM9hZ
21,rogers park,"{'coordinates': [-87.67733976, 42.01507579], 'type': 'Point'}",2016-03-10 05:34:02,0,0,#food #foodporn #delicious #chef #homemade @ Rogers Park Neighborhood https://t.co/hBWO31zOw9
22,rogers park,"{'coordinates': [-87.6637497, 42.0137024], 'type': 'Point'}",2016-03-09 04:42:46,5,0,It was a beautiful morning! @ Rogers Park Chamber of Commerce https://t.co/yxtLzpGox5
23,rogers park,"{'coordinates': [-87.66382512, 42.01402818], 'type': 'Point'}",2016-03-08 22:12:33,0,0,"Just posted a photo @ Rogers Park, Chicago, Illinois https://t.co/J7CmkK6cIJ"
24,west ridge,"{'coordinates': [-87.69035633, 42.00497368], 'type': 'Point'}",2016-03-15 22:04:09,0,0,"Voting (@ West Ridge Neighborhood in Chicago, IL) https://t.co/B7JeoCdEWK"
25,west ridge,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 01:25:09,0,0,"Jessica Suarez, 21, reported missing from West Ridge https://t.co/4L6J0qZiXw"
26,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-17 13:17:47,0,0,"Morning Happy St Patrick Day🍀🍀🍀 (@ Uptown in Chicago, IL) https://t.co/A9M8BNhvRN"
27,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 13:01:07,0,0,"Join the Fresenius Medical Care team! See our latest #Healthcare #job opening here: https://t.co/UIwfMzCmOR #Chicago, IL #Hiring"
28,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-16 22:47:56,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/U9nSJuQ7lR"
29,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 21:22:27,0,0,"This #Retail #job might be a great fit for you: store manager - Chicago, IL - Uptown/Lakeview - https://t.co/kz26qbet9N #Chicago, Illinois"
30,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 14:34:57,0,0,"#Healthcare #Job in #Chicago, IL: Renal Registered Dietitian - Uptown Chicago at Fresenius Medical Care https://t.co/gTa1LpChAk #dialysis"
31,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-16 13:21:45,0,0,"Morning happy hump day (@ Uptown in Chicago, IL) https://t.co/SOw177jQoR"
32,uptown,"{'coordinates': [-87.65917026, 41.96917828], 'type': 'Point'}",2016-03-16 05:15:42,0,0,"I'm at Uptown Lounge in Chicago, IL https://t.co/a5nJ0HAHFx"
33,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-16 01:53:32,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/nLM6Cmyf1F"
34,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-15 16:34:32,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/jTVXLODYw4"
35,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-15 14:56:43,0,0,"Voted! (@ Uptown in Chicago, IL) https://t.co/0T89WYWlXR https://t.co/ajotYu06mj"
36,uptown,"{'coordinates': [-87.65917026, 41.96917828], 'type': 'Point'}",2016-03-15 10:04:21,0,0,"Thank you thank you thank you!!! For me @hardwaterbar @fatcatchicago &amp; more (@ Uptown Lounge in Chicago, IL) https://t.co/ASKmOT4G2k"
37,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-15 09:07:56,0,0,"Morning. (@ Uptown in Chicago, IL) https://t.co/wEu3lKYjH8"
38,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-15 03:58:06,0,0,"in #Chicago, IL: Dialysis Patient Care Technician - Uptown Chicago - Chicago, IL *... at Fresenius Medical Care https://t.co/6r2vAkbk3U"
39,uptown,"{'coordinates': [-87.65727812, 41.96550186], 'type': 'Point'}",2016-03-14 17:28:49,0,0,"Suggested for me by Spotify #happymonday #wtf #spotify @ Uptown, Chicago 60640 https://t.co/l0SoYPlDGa"
40,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-14 16:29:44,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/r1yu7tKJhD"
41,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-14 09:10:45,0,0,"Morning (@ Uptown in Chicago, IL) https://t.co/caC9kMMTGE"
42,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-14 00:45:20,0,0,"Leaving the station (@ Uptown in Chicago, IL) https://t.co/LBy1ZGrIaR"
43,uptown,"{'coordinates': [-87.647543, 41.966197], 'type': 'Point'}",2016-03-14 00:17:49,0,0,Until next time Uptown ❤️ #Salute
44,uptown,"{'coordinates': [-87.647342, 41.966575], 'type': 'Point'}",2016-03-13 22:59:29,0,0,Uptown ❤️ #Salute
45,uptown,"{'coordinates': [-87.65926692, 41.96793235], 'type': 'Point'}",2016-03-13 17:21:02,0,0,The Uptown Throwdown was a blast! Thanks to everyone who competed - the energy and psych was… https://t.co/5qR976UEgh
46,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-13 09:15:46,0,0,"Yeah the train is here. (@ Uptown in Chicago, IL) https://t.co/phV9WP2eRF"
47,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-13 09:11:24,0,0,"Good morning😊😊 (@ Uptown in Chicago, IL) https://t.co/qCJLed5sI6"
48,uptown,"{'coordinates': [-87.65917026, 41.96917828], 'type': 'Point'}",2016-03-13 08:24:35,0,0,"I'm at Uptown Lounge in Chicago, IL https://t.co/IiMIp9YKa1"
49,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-13 00:33:46,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/QZGBNvufIY"
50,uptown,"{'coordinates': [-87.65926692, 41.96793235], 'type': 'Point'}",2016-03-12 18:26:21,0,0,"Uptown Throwdown: $25. Session with Conrad Anker: priceless.
@conradanker thenorthface… https://t.co/6HIkSGJTN4"
51,uptown,"{'coordinates': [-87.66, 41.97], 'type': 'Point'}",2016-03-12 14:42:50,0,0,"Picking up kiersten_who #lol #skippy #stpatricksday #chicago @ Uptown, Chicago https://t.co/IgLstZWJhD"
52,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-12 10:11:47,0,0,"Morning (@ Uptown in Chicago, IL) https://t.co/ZP2c3bZaFw"
53,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-12 07:16:51,0,0,"Interested in a #job near #Chicago, IL? This could be a great fit: https://t.co/Hp63j9Gozb #Hiring"
54,uptown,"{'coordinates': [-87.6586227, 41.9675064], 'type': 'Point'}",2016-03-12 04:07:09,0,0,Donkey Kong at the #raksgeek show at #uptownunderground ! @ Uptown Underground https://t.co/dFFdtQ5Xbk
55,uptown,"{'coordinates': [-87.65737063, 41.99453682], 'type': 'Point'}",2016-03-11 21:44:47,1,0,"and then I decided, why not do a coffee crawl in uptown on my last day of spring break? have… https://t.co/iMjQQJ6Q4k"
56,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-11 20:44:36,0,0,"Want to work at Fresenius Medical Care? We're #hiring in #Chicago, IL! Click for details: https://t.co/dOSnaUjJ7J #Job #dialysis #Jobs"
57,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-11 19:25:46,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/OfrcyOyraU"
58,uptown,"{'coordinates': [-87.66, 41.97], 'type': 'Point'}",2016-03-11 17:40:07,1,0,Praying specifically for the Lawrence and Sheridan intersection in Uptown this morning. Asking… https://t.co/sD1rAzqt8m
59,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-11 16:31:16,0,0,"#Chicago, IL : Dialysis Patient Care Technician - Uptown Chicago - Chicago, IL at Fresenius Medical Care https://t.co/8LmaPjQpFU #dialysis"
60,uptown,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-11 16:09:55,0,0,"Can you recommend anyone for this #job? https://t.co/6Cq5SMcOTt #dialysis #Chicago, IL #Hiring #CareerArc"
61,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-11 10:10:44,0,0,"Morning (@ Uptown in Chicago, IL) https://t.co/S5cAJwBAlM"
62,uptown,"{'coordinates': [-87.653408, 41.9690093], 'type': 'Point'}",2016-03-11 03:11:30,0,0,Post Alpha leaders meeting. Crushing it! #mduptown @ Missio Dei Uptown https://t.co/PspPNCZfyC
63,uptown,,2016-03-11 02:30:14,0,1,RT @miss_burky: walking around uptown carrying a baguette
64,uptown,"{'coordinates': [-87.66848499, 41.96538918], 'type': 'Point'}",2016-03-11 00:58:17,2,1,walking around uptown carrying a baguette
65,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-11 00:42:42,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/ELeqNsnFR4"
66,uptown,"{'coordinates': [-87.6548538, 41.9585457], 'type': 'Point'}",2016-03-11 00:04:55,1,0,"St. Mary of the Lake #uptown #Chicago @ St. Mary of the Lake Parish, Chicago https://t.co/MMqlCzifKV"
67,uptown,"{'coordinates': [-87.8292007, 42.0105095], 'type': 'Point'}",2016-03-10 19:37:09,0,0,Solo matinee always a good idea #uptown #classic #northwestburbs @ Pickwick Theater https://t.co/GgzD6E4SOk
68,uptown,"{'coordinates': [-87.66, 41.97], 'type': 'Point'}",2016-03-10 18:49:59,0,0,"Missing my mustard bedroom. 💤💤🌭😴 @ Uptown, Chicago https://t.co/MXTSbhkGGI"
69,uptown,"{'coordinates': [-87.65727812, 41.96550186], 'type': 'Point'}",2016-03-10 18:41:21,0,0,"Cloudy day in Uptown. #chicago ☁️☁️☁️☁️☁️☁️☁️☁️☁️ @ Uptown, Chicago 60640 https://t.co/8A99IhX3L8"
70,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-10 14:23:25,0,0,"Good morning. (@ Uptown in Chicago, IL) https://t.co/9IEprbKpG8"
71,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-10 01:23:15,0,0,"Back in my hood. (@ Uptown in Chicago, IL) https://t.co/Z7PeZPsMRx"
72,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-09 16:43:54,0,0,"Leaving the station. (@ Uptown in Chicago, IL) https://t.co/NAbw05DbEN"
73,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-09 13:22:52,0,0,"Morning. (@ Uptown in Chicago, IL) https://t.co/kjQCghPhtx"
74,uptown,"{'coordinates': [-87.6586227, 41.9675064], 'type': 'Point'}",2016-03-09 06:58:50,0,0,"The resemblance is uncanny. Come out Saturday to Uptown Underground and see #pervesk ""Perverted… https://t.co/lj3nwiMe4H"
75,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-09 04:27:30,0,0,"Leaving the Wilson Station. (@ Uptown in Chicago, IL) https://t.co/RWEklI5CxS"
76,uptown,"{'coordinates': [-87.66, 41.97], 'type': 'Point'}",2016-03-09 01:03:35,0,0,"Spring has come in Chicago. ❤️☺️ #springvibes #bluesky #uptown #chitown #chicago @ Uptown, Chicago https://t.co/1UY8eUEQu8"
77,uptown,"{'coordinates': [-87.65834662, 41.96743858], 'type': 'Point'}",2016-03-08 17:27:28,0,0,"Leaving the Wilson Station. (@ Uptown in Chicago, IL) https://t.co/CTvQOzg8D4"
78,uptown,"{'coordinates': [-87.65512764, 41.9740512], 'type': 'Point'}",2016-03-08 15:08:12,0,0,"Good Morning, Chicago. #breakfast #chicago #uptown @ Tweet Let's Eat https://t.co/PJNC73C8JZ"
79,lincoln square,"{'coordinates': [-87.6872228, 41.96656335], 'type': 'Point'}",2016-03-17 17:25:45,0,0,"I'm at Lincoln Square Athletic Club in Chicago, IL https://t.co/yDOhc2F1BR"
80,lincoln square,"{'coordinates': [-87.68558, 41.96467], 'type': 'Point'}",2016-03-16 00:09:26,0,0,#procrastination @ Lincoln Square Neighborhood https://t.co/lp8cDmrLkH
81,lincoln square,"{'coordinates': [-87.68558, 41.96467], 'type': 'Point'}",2016-03-15 15:18:26,1,0,Obligatory voting Instagram #chicago #vote @ Lincoln Square Neighborhood https://t.co/cziBd2pGzB
82,lincoln square,"{'coordinates': [-87.68845291, 41.96816107], 'type': 'Point'}",2016-03-15 01:58:37,0,0,"Fun race, too bad my IT band sucks! @ Fleet Feet Lincoln Square https://t.co/v2ztnE1asQ"
83,lincoln square,"{'coordinates': [-87.68677514, 41.96635471], 'type': 'Point'}",2016-03-14 18:36:28,0,0,"I'm at Lincoln Square Athletic Club Pool in Chicago, IL https://t.co/Qo0XmyWiW9"
84,lincoln square,"{'coordinates': [-87.68558, 41.96467], 'type': 'Point'}",2016-03-13 20:02:55,0,0,Sunday. @ Lincoln Square Neighborhood https://t.co/AY7Elp1kJw
85,lincoln square,"{'coordinates': [-87.69, 41.97], 'type': 'Point'}",2016-03-12 23:23:43,0,0,"One of today's vinyl purchases. #purple #dandywarhols @ Lincoln Square, Chicago https://t.co/sPVksNvE0e"
86,lincoln square,"{'coordinates': [-87.68558, 41.96467], 'type': 'Point'}",2016-03-10 15:28:16,0,0,"Is the kid gay or a leprechaun? What a stupid ad. Stan, you deserve better. @ Lincoln Square… https://t.co/TVG9hNSn9N"
87,lincoln square,"{'coordinates': [-87.676907, 41.967958], 'type': 'Point'}",2016-03-09 20:58:48,0,0,"Half expect a chalk outline ... (@ Lincoln Square Neighborhood in Chicago, IL) https://t.co/JTtxqAQkAP https://t.co/6ga84ZnMLM"
88,lincoln square,"{'coordinates': [-87.6872228, 41.96656335], 'type': 'Point'}",2016-03-08 20:20:33,0,0,"I'm at Lincoln Square Athletic Club in Chicago, IL https://t.co/30NK9hLrUd"
89,north center,"{'coordinates': [-87.6239087, 41.8986806], 'type': 'Point'}",2016-03-17 07:08:39,0,0,What more can you ask of my #city #chicago #north #side #view ☁️ @ The John Hancock Center https://t.co/LdpSvypKsv
90,north center,"{'coordinates': [-87.72422613, 41.9880055], 'type': 'Point'}",2016-03-12 18:15:32,0,0,"Civic duty, completed. @ North Park Village Nature Center https://t.co/9K2eiaPDj1"
91,lake view,"{'coordinates': [-87.6253662, 41.8854294], 'type': 'Point'}",2016-03-17 18:36:27,0,0,View from home of Lake Michigan #chicago @ 73 East Lake Luxury Rental Residences https://t.co/IowEWoAAMm
92,lake view,"{'coordinates': [-87.6359787, 41.8787003], 'type': 'Point'}",2016-03-17 18:10:25,1,0,I lake this view a lot @ Sky Deck Willis Tower (Sears Tower) https://t.co/VYiwV15Xxl
93,lake view,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-15 00:46:42,1,0,This view! Lake Michigan layin' the fog down on #chicago #chiamh #lakemichigan #thisischicago… https://t.co/1yUHKzbrgC
94,lake view,"{'coordinates': [-87.654102, 41.94352], 'type': 'Point'}",2016-03-13 18:52:57,0,0,"Reunion 🍀 @ Lake View, Chicago https://t.co/KFqhODy45L"
95,lake view,"{'coordinates': [-87.61383685, 41.88759347], 'type': 'Point'}",2016-03-12 02:47:32,0,0,View from dinner!! @ Chicago Lake Front https://t.co/nwM7P5A92T
96,lake view,"{'coordinates': [-87.62512795, 41.89683577], 'type': 'Point'}",2016-03-12 00:32:24,1,0,"a foamy cappuccino @nomichicago, wonderful company, lake michigan view #MyLuxList #InAHyattWorld… https://t.co/xC9NGGR7pb"
97,lake view,"{'coordinates': [-87.654102, 41.94352], 'type': 'Point'}",2016-03-11 20:26:02,0,0,"Hello Lake View, #chicago @ Lake View, Chicago https://t.co/yuQTL7wqHn"
98,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-17 23:12:07,0,0,This city. #blessed #eveningrun #chicago #photooftheday @ Lincoln Park Zoo https://t.co/HF9G8jlZd7
99,lincoln park,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-17 22:46:10,0,0,2 stabbed in Lincoln Park on St. Patrick's Day https://t.co/mufQijbVPF
100,lincoln park,"{'coordinates': [-87.6773224, 41.9526901], 'type': 'Point'}",2016-03-17 22:35:27,0,0,"Lee, To-uyen and Michael showing their green at the Lincoln Park Builder's Club event.… https://t.co/sLW1UDnLaa"
101,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-17 22:15:37,0,0,🐻🐻🐻 @ Lincoln Park Zoo https://t.co/XbFz3DpRSd
102,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-17 21:11:38,0,0,You're giraffe-in me crazy @ Lincoln Park Zoo https://t.co/2X1tA6ghCl
103,lincoln park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 21:02:00,0,0,"Want to work in #Chicago, IL? View our latest opening: https://t.co/xL10ojOPOY #Education #Job #Jobs #Hiring"
104,lincoln park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 20:55:26,0,0,"#Chicago, IL #Education #Job: GMAT INSTRUCTOR - Lincoln Park, IL at KTP Graduate https://t.co/snuxr5yaVl #Jobs #Hiring #CareerArc"
105,lincoln park,"{'coordinates': [-87.640689, 41.926325], 'type': 'Point'}",2016-03-17 17:09:24,0,0,7 screens. Watching the tourney all day. #project365 #ncaatournament @ Lincoln Park Stadium Bar… https://t.co/Ar5bk0lxTf
106,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-17 16:40:39,0,0,If you show a #chimpanzee a touchscreen... @lincolnparkzoo @ Lincoln Park Zoo https://t.co/ODCrsr5LVj
107,lincoln park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 16:09:40,0,0,"Want to work at KTP Graduate? We're #hiring in #Chicago, IL! Click for details: https://t.co/VkU5muWQ4H #Education #Job #Jobs #CareerArc"
108,lincoln park,"{'coordinates': [-87.6392048, 41.92390275], 'type': 'Point'}",2016-03-17 15:10:01,0,0,"Happy St. Patrick's Day!  Xoxo, Z @ Little GEMS Int'l - Lincoln Park https://t.co/fB0iB9Sl22"
109,lincoln park,"{'coordinates': [-87.6482378, 41.9055596], 'type': 'Point'}",2016-03-17 12:40:33,1,0,Wishing everyone a safe &amp; festive St. Patricks' Day! #community #stpatricksday https://t.co/NmBmOiqANd https://t.co/3Tr8qewWqi
110,lincoln park,"{'coordinates': [-87.63004146, 41.92517373], 'type': 'Point'}",2016-03-17 12:27:19,0,0,Sunrise @ Fullerton St beach @ Fullerton Beach /Lincoln Park https://t.co/7O21vldtWY
111,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-17 02:38:22,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/MYSuZOdcfs"
112,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-17 02:35:40,0,0,"I'm at Lincoln Park in Chicago, IL https://t.co/izJbAthYou"
113,lincoln park,"{'coordinates': [-87.64802, 41.9051349], 'type': 'Point'}",2016-03-17 01:11:28,1,0,"We came, we flew! #chifly #iflylincolnpark #indoorskydiving @ IFLY Chicago - Lincoln Park https://t.co/V4WGOCVbJY"
114,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-16 23:50:12,0,0,"Blue sky's and snow @ Lincoln Park, Chicago https://t.co/hCd3551A30"
115,lincoln park,"{'coordinates': [-87.648057, 41.905028], 'type': 'Point'}",2016-03-16 23:02:28,0,0,"Press opening!! (@ iFLY lincoln park in Chicago, IL) https://t.co/EwAd607zfY"
116,lincoln park,"{'coordinates': [-87.63780388, 41.93245973], 'type': 'Point'}",2016-03-16 22:39:11,2,0,Lincoln Park #almostspring #chicago #lincolnpark #iphone #iphoneography #bnw #blackandwhite @… https://t.co/fA8iXZqHFT
117,lincoln park,"{'coordinates': [-87.64874085, 41.91098248], 'type': 'Point'}",2016-03-16 22:24:28,0,0,How could I not buy ten of these? #whatadeal #cb2 @ CB2 Lincoln Park https://t.co/zurZlSeYyp
118,lincoln park,"{'coordinates': [-87.6353, 41.924], 'type': 'Point'}",2016-03-16 21:40:32,0,0,forever my happy place @ Lincoln Park Conservatory https://t.co/RnH8Gm2ckq
119,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-16 12:43:15,15,0,"#MorningWorkout 💪🏼 @ Lincoln Park, Chicago https://t.co/P4JgV3TYgV"
120,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-16 02:15:59,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/EzW4bFW8nd"
121,lincoln park,"{'coordinates': [-87.65, 41.92], 'type': 'Point'}",2016-03-16 00:15:08,1,0,"My View Today! #sunset #soccertime #tuesday ⚽🏃🏽 @ Lincoln Park, Chicago https://t.co/mZHjczbmKt"
122,lincoln park,"{'coordinates': [-87.64540672, 41.93350794], 'type': 'Point'}",2016-03-15 23:26:45,0,0,"I'm at Fitness 19 Lakeview/Lincoln Park in Chicago, IL https://t.co/Wkml62onLC"
123,lincoln park,"{'coordinates': [-87.64802, 41.9051349], 'type': 'Point'}",2016-03-15 19:58:25,0,0,With the shit! @ IFLY Chicago - Lincoln Park https://t.co/YiBGvrZLl8
124,lincoln park,"{'coordinates': [-87.6526947, 41.91008759], 'type': 'Point'}",2016-03-15 17:44:31,0,0,"Seeing what they have. (at @Nordstrom Rack Lincoln Park in Chicago, IL) https://t.co/mGDLccRK74"
125,lincoln park,"{'coordinates': [-87.64849, 41.910609], 'type': 'Point'}",2016-03-15 16:44:14,0,0,"I'm at Apple Store, Lincoln Park in Chicago, IL https://t.co/eJ2iwDySa8"
126,lincoln park,"{'coordinates': [-87.63308874, 41.9181949], 'type': 'Point'}",2016-03-15 13:27:00,1,0,View from the backyard. #chicago #chicagogram #skyscrapers #lincolnparkzoo @ Lincoln Park Nature… https://t.co/ORCNAHZMr2
127,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-15 03:18:05,1,0,Cats being cats. @ Lincoln Park Zoo https://t.co/XB1T84veIq
128,lincoln park,"{'coordinates': [-87.63706179, 41.92198333], 'type': 'Point'}",2016-03-15 02:47:47,0,0,"I'm at Webster and Lincoln Park West in Chicago, IL https://t.co/8F7cxUgGfs"
129,lincoln park,"{'coordinates': [-87.64451116, 41.92846335], 'type': 'Point'}",2016-03-15 02:40:19,0,0,"I'm at Lincoln Park in Chicago, IL https://t.co/YtKzW3no9W"
130,lincoln park,"{'coordinates': [-87.63367603, 41.92101814], 'type': 'Point'}",2016-03-14 21:28:41,1,0,🕊💜 @ Lincoln Park Zoo https://t.co/BgHNpxHljq
