,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content
456,austin,"{'coordinates': [-87.6308922, 41.8903402], 'type': 'Point'}",2016-03-09 00:12:23,1,0,@sualums in Chitown! Hanging with my good friend Dan Austin @dbaustin at a Tiki Bar! @ Three… https://t.co/pbJjQfRpYl
457,austin,"{'coordinates': [-87.77465, 41.88008], 'type': 'Point'}",2016-03-08 22:37:25,0,0,Closed due to building fire in #WestSide on Madison St between Austin Blvd and Central Ave #traffic #Chicago https://t.co/GCesNZGx1X
458,austin,"{'coordinates': [-87.69472222, 42.04638889], 'type': 'Point'}",2016-03-08 22:01:26,1,0,"March 2016 = 3:16

And that's the bottom line... 

#wwe #stonecoldsteveaustin #austin #wrestling… https://t.co/ti5GkM9I5U"
459,east garfield park,"{'coordinates': [-87.7, 41.88], 'type': 'Point'}",2016-03-11 14:12:24,0,0,"PublicArtxUrbanAgriculture×GangWarfare

This is the 5th Avenue Garden in East Garfield Park on… https://t.co/3UPOeYjdJP"
460,near west side,"{'coordinates': [-87.66667128, 41.8755526], 'type': 'Point'}",2016-03-15 22:58:41,0,0,"Derby practice (@ Near West Side in Chicago, IL) https://t.co/bY0yswoYh1"
461,near west side,"{'coordinates': [-87.65664, 41.9601], 'type': 'Point'}",2016-03-08 20:53:22,0,0,"Of all the rooms we photograph, #kitchens tend to be my favorite. Love this near west side space… https://t.co/KUWFkUMsZd"
462,north lawndale,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-15 04:36:09,0,0,An offender was killed in the shooting that left 3 Chicago officers injured https://t.co/HgOGlDq0Ow
463,north lawndale,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-15 03:47:09,0,0,2 Chicago officers shot on West Side: Police https://t.co/MntICuOH0z
464,north lawndale,"{'coordinates': [-87.71, 41.86], 'type': 'Point'}",2016-03-14 05:14:43,0,0,"Pretty boys dont wana see them ugly niggas😷💉 @ North Lawndale, Chicago https://t.co/zeHViIoYTy"
465,lower west side,"{'coordinates': [-87.66227201, 41.85783836], 'type': 'Point'}",2016-03-08 18:01:48,0,0,"I'm at Lower West Side in Chicago, IL https://t.co/GlN8fqBOPL"
466,loop,"{'coordinates': [-87.63948533, 41.87939285], 'type': 'Point'}",2016-03-17 23:20:56,0,0,Though I opted for red wine. #mayerbrown @ West Loop Downtown Chicago https://t.co/DGuVrji96a
467,loop,"{'coordinates': [-87.6241299, 41.8674], 'type': 'Point'}",2016-03-17 22:54:25,2,0,South loop on a clear day... You can see all the way to Indiana! @… https://t.co/fpudS1EeXb
468,loop,"{'coordinates': [-87.6197056, 41.8839927], 'type': 'Point'}",2016-03-17 22:34:59,0,0,"See our latest #Chicago, IL #job and click to apply: PATENT PROSECUTION PARALEGAL TO 75k FOR TECH CORP IN LOOP! - https://t.co/zBFfezzWl3"
469,loop,"{'coordinates': [-87.635643, 41.8826904], 'type': 'Point'}",2016-03-17 22:12:45,0,0,My #windowview @ Hyatt Place Chicago/Downtown - The Loop https://t.co/PV6QWjiE1K
470,loop,"{'coordinates': [-87.63333333, 41.88333333], 'type': 'Point'}",2016-03-17 20:32:07,0,0,Happy St. Patrick's Day. Now #getbacktowork @ Chicago Loop https://t.co/NQGR1mp6uC
471,loop,"{'coordinates': [-87.64992638, 41.88146498], 'type': 'Point'}",2016-03-17 19:51:03,0,0,"🏠 (at @Best_Chicago Properties - West Loop in Chicago, IL) https://t.co/R7eAVrE7xl"
472,loop,"{'coordinates': [-87.6516494, 41.88309786], 'type': 'Point'}",2016-03-17 18:05:36,0,0,"Just posted a photo @ West Loop, Chicago, Illinois https://t.co/RfzTzyzTh8"
473,loop,"{'coordinates': [-87.63333333, 41.88333333], 'type': 'Point'}",2016-03-17 17:54:25,0,0,Just posted a photo @ Chicago Loop https://t.co/F7cHX4yunp
474,loop,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 17:30:29,0,0,"Join the CVS Health team! See our latest #Nursing #job opening here: https://t.co/7POcgYkxQw #Chicago, IL #Hiring #CareerArc"
475,loop,"{'coordinates': [-87.62778997, 41.88203905], 'type': 'Point'}",2016-03-17 16:56:41,0,0,"Food trucks for lunch! (@ The Loop - @explorechicago in Chicago, IL) https://t.co/vOqQ0p3VNT https://t.co/9oLMm1pBWg"
476,loop,"{'coordinates': [-87.6291268, 41.8834728], 'type': 'Point'}",2016-03-17 16:56:34,0,0,"Join the Robert Half Legal team! See our latest #Legal #job opening here: https://t.co/OdDOjW5Wnc #Chicago, IL #Hiring #CareerArc"
477,loop,"{'coordinates': [-87.6303004, 41.87895431], 'type': 'Point'}",2016-03-17 16:43:04,0,0,"Nice small room for the night. (@ Central Loop Hotel in Chicago, IL) https://t.co/6c4UgTatnc https://t.co/F4GmlmuKl1"
478,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-17 16:18:45,0,0,"Want to work in #Chicago, IL? View our latest opening: https://t.co/hiupVd58qy #Legal #Job #Jobs #Hiring #CareerArc"
479,loop,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 16:05:57,1,0,"#Nursing alert: MinuteClinic in Target Family Nurse Practitioner – Chicago South... | CVS Health | #Chicago, IL https://t.co/N5z6wNiv8r"
480,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-17 13:40:28,0,0,"Can you recommend anyone for this #Finance #job? https://t.co/k2mhM3SWO3 #Chicago, IL #Hiring #CareerArc"
481,loop,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 12:54:18,0,0,"#CareerArc #QA #Job alert: QA Engineer needed in the loop | Robert Half Technology | #Chicago, IL https://t.co/bAlkttn4SY #Jobs #Hiring"
482,loop,"{'coordinates': [-87.63333333, 41.88333333], 'type': 'Point'}",2016-03-17 01:58:35,0,0,Street wisdom @ Chicago Loop https://t.co/FXOv1Zi3Eg
483,loop,"{'coordinates': [-87.6236, 41.8501], 'type': 'Point'}",2016-03-16 23:54:45,0,0,Drinking an Out Of The Loop IPL by @MotorRowBrewing at @motorrowbrewing — https://t.co/YqfuRRywRJ #photo
484,loop,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-16 23:53:31,0,0,"@mainsqueezeme street teaming. I'll be around UIC and the Loop, let's get a beer! #msst #chicago… https://t.co/8gv6JASE5K"
485,loop,"{'coordinates': [-87.6516494, 41.88309786], 'type': 'Point'}",2016-03-16 23:47:17,0,0,"#westloop Windows @ West Loop, Chicago, Illinois https://t.co/JB1Nj1maqE"
486,loop,"{'coordinates': [-87.6250484, 41.8833949], 'type': 'Point'}",2016-03-16 22:00:23,1,0,One of my favorite places in #Chicago #Tiffany #quiet #nofilter #detour #loop @ Chicago Cultural… https://t.co/lXiOcgp43t
487,loop,"{'coordinates': [-87.62982134, 41.87883608], 'type': 'Point'}",2016-03-16 21:28:44,0,0,Cruising in downtown #Chicago in a #tesla @ Chicago Loop / Downtown Chicago https://t.co/LjHudR7l1n
488,loop,"{'coordinates': [-87.63011847, 41.88107314], 'type': 'Point'}",2016-03-16 21:14:13,0,0,"I ❤️ Chicago spring afternoons! 

@maternalchildlz 

#chicago #loop #downtown #ibclclife… https://t.co/sI6yMNROLX"
489,loop,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 21:05:13,1,0,We're #hiring! Read about our latest #job opening here: Part Time Merchandiser - Chicago (South Loop) - https://t.co/g8hu2vBaLp #Veterans
490,loop,,2016-03-16 20:59:53,0,1,RT @_diegoabarca: 🏢 #Chicago @ South Loop https://t.co/8HNh84J493
491,loop,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 19:51:01,1,0,Kellogg: Part Time Merchandiser - Chicago (South Loop) (#ChicagoSouth) https://t.co/aK5YCupUM6 #Kelloggs #Veterans https://t.co/XDDFIrblbk
492,loop,"{'coordinates': [-87.6516494, 41.88309786], 'type': 'Point'}",2016-03-16 18:53:02,0,0,"// So much transportation in this city! // #visualarchitects // @ West Loop, Chicago, Illinois https://t.co/XpymJR5trS"
493,loop,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-16 18:50:02,0,0,"This day is good. ☀ ️

#views #apartmentviews #chicago #instachicago #loop #southloop #nofilter… https://t.co/gVV82uHsG4"
494,loop,"{'coordinates': [-87.6235742, 41.8703314], 'type': 'Point'}",2016-03-16 18:32:20,0,0,"#IT #Job in #Chicago, IL: Creative-thinking Software Developer needed in the Loop! at Robert Half Technology https://t.co/N22tiEszdo #Jobs"
495,loop,"{'coordinates': [-87.62722958, 41.86299066], 'type': 'Point'}",2016-03-16 15:02:30,2,1,🏢 #Chicago @ South Loop https://t.co/8HNh84J493
496,loop,"{'coordinates': [-87.6250484, 41.8833949], 'type': 'Point'}",2016-03-16 13:51:21,0,0,Bull. #chicago #downtown but not the #loop #almostspring @ Chicago Cultural Center https://t.co/utHwkWPStV
497,loop,"{'coordinates': [-87.6818695, 41.8871307], 'type': 'Point'}",2016-03-16 13:33:19,1,0,Dreary mornings call for fabulous decor from southlooploft 💕💕 #fbombsmoment @ South Loop Loft https://t.co/iX81ApUlTH
498,loop,"{'coordinates': [-87.6516494, 41.88309786], 'type': 'Point'}",2016-03-16 02:39:01,0,0,"#💃🏻 @ West Loop, Chicago, Illinois https://t.co/9KRHuUYMts"
499,loop,"{'coordinates': [-87.6516494, 41.88309786], 'type': 'Point'}",2016-03-16 02:36:29,0,0,"#💃🏻 @ West Loop, Chicago, Illinois https://t.co/XVfmXZTPLS"
500,loop,"{'coordinates': [-87.6197056, 41.8839927], 'type': 'Point'}",2016-03-15 22:13:16,0,0,"#IT alert: Net Developer needed for cutting-edge software firm (Loop)! | Robert Half Technology | #Chicago, IL https://t.co/zI6m7SNEGu"
501,loop,"{'coordinates': [-87.6371461, 41.8817767], 'type': 'Point'}",2016-03-15 22:09:36,0,0,"#Accounting #Job in #Chicago, IL: Staff Accountant - Real Estate - LOOP! at Robert Half Finance &amp; Accounting https://t.co/N1EFXVeGQj #Jobs"
502,loop,"{'coordinates': [-87.6197056, 41.8839927], 'type': 'Point'}",2016-03-15 21:58:06,0,0,"Robert Half Technology #IT #Job: Platform Engineer-Java/Scala-Software Firm in the Loop! (#Chicago, IL) https://t.co/2Xegq72vHC #Jobs"
503,loop,"{'coordinates': [-87.650714, 41.8733696], 'type': 'Point'}",2016-03-15 21:48:07,0,0,"The Creative Group: Digital Project Manager for Digital Agency in West Loop! (#Chicago, IL) https://t.co/s5ocjY9SPO #BusinessMgmt #Job"
504,loop,"{'coordinates': [-87.6371461, 41.8817767], 'type': 'Point'}",2016-03-15 21:32:32,0,0,"Supplemental Health Care: Physical Therapy (PT) needed Outpatient Clinic - South Loop (#Chicago, IL) https://t.co/paCyXHTkZN #Healthcare"
505,loop,"{'coordinates': [-87.6371461, 41.8817767], 'type': 'Point'}",2016-03-15 20:49:40,0,0,"Want to work at Robert Half Finance &amp; Accounting? We're #hiring in #Chicago, IL! Click for details: https://t.co/b0bFiIlryq #Accounting"
506,loop,"{'coordinates': [-87.6291268, 41.8834728], 'type': 'Point'}",2016-03-15 16:18:38,0,0,"#Legal #Job in #Chicago, IL: Immigration Paralegal Needed in the Chicago Loop! at Robert Half Legal https://t.co/ntVKGFAg8Z #Jobs #Hiring"
507,loop,"{'coordinates': [-87.63333333, 41.88333333], 'type': 'Point'}",2016-03-15 15:49:24,0,0,Hey kittens 👋🏾✋🏾👋🏾 @ Chicago Loop https://t.co/n5ArwHydEy
508,loop,"{'coordinates': [-87.63333333, 41.88333333], 'type': 'Point'}",2016-03-15 15:39:19,0,0,#Done. #GoVote PLEASE. @ Chicago Loop https://t.co/ClrF35LX7S
509,loop,"{'coordinates': [-87.6254251, 41.8809155], 'type': 'Point'}",2016-03-15 13:56:30,0,0,"See our latest #Chicago, IL #job and click to apply: Commercial Litigation NEEDED with RELATIVITY - Loop! - https://t.co/oflf5G0RBB #Legal"
510,loop,"{'coordinates': [-87.62778997, 41.88203905], 'type': 'Point'}",2016-03-15 13:40:09,0,0,"I'm at The Loop - @explorechicago in Chicago, IL https://t.co/AYTUaeBvBr"
511,loop,"{'coordinates': [-87.62742519, 41.86710004], 'type': 'Point'}",2016-03-15 13:39:49,1,0,"#GOTV! (@ South Loop in Chicago, IL) https://t.co/u4cgcfPE2P https://t.co/v8yLRkGKEd"
512,loop,"{'coordinates': [-87.64117, 41.88407], 'type': 'Point'}",2016-03-15 12:36:11,0,0,"I'm at Loop Juice - @chiloopjuice in Chicago, IL https://t.co/6v0s9WD8FK"
513,loop,"{'coordinates': [-87.64183456, 41.88125048], 'type': 'Point'}",2016-03-15 08:28:25,2,0,Goodbye old ways- #kicks #box #fitness #fit #fairfreaks #firness #ifbb #ifbbpro @ FFC West Loop https://t.co/oFLXgp2xQy
514,loop,,2016-03-15 05:54:13,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
515,loop,,2016-03-15 05:50:23,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
516,loop,,2016-03-15 05:46:12,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
517,loop,,2016-03-15 05:41:29,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
518,loop,,2016-03-15 05:32:23,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
519,loop,,2016-03-15 05:30:57,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
520,loop,,2016-03-15 05:29:36,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
521,loop,,2016-03-15 05:29:18,0,8,RT @Chicago_CP: Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
522,loop,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-15 05:27:10,5,8,Bernie Sanders holds late-night rally in Loop ahead of Tuesday's Illinois primary https://t.co/opoD7BFCHb
523,loop,,2016-03-15 02:53:06,0,1,RT @KaiAthlete: Using scent to train the brain. #HeadStrong #fitness @equinox @ Equinox The Loop https://t.co/BguvuRXamE
524,loop,"{'coordinates': [-87.62158368, 41.88099756], 'type': 'Point'}",2016-03-15 02:24:50,0,0,"#neighborhooddances #chicago #loop weather: 52F cloudy (feels like 49F) @ Lurie Gardens,… https://t.co/KcrY05K8Kf"
525,loop,"{'coordinates': [-87.62158368, 41.88099756], 'type': 'Point'}",2016-03-15 01:17:50,0,0,"#neighborhooddances #chicago #loop weather: 52F cloudy (feels like 49F) @ Lurie Gardens,… https://t.co/es4tb7moRx"
526,loop,"{'coordinates': [-87.6255188, 41.8758888], 'type': 'Point'}",2016-03-14 23:51:25,0,0,A couple waiting in line to see Bernie Sanders at Roosevelt University in Chicago's South Loop.… https://t.co/VA3RMj0b5R
527,loop,"{'coordinates': [-87.6189, 41.876], 'type': 'Point'}",2016-03-14 23:15:07,0,1,Foggy days are here again! #Chicago #loop #fog @ Grant Park https://t.co/VzSOAOgjqw
528,loop,"{'coordinates': [-87.6516494, 41.88309786], 'type': 'Point'}",2016-03-14 22:08:14,0,0,"💎💸🍍🇵🇼⛳️🐬🛋 @ West Loop, Chicago, Illinois https://t.co/RP87iA2xHI"
529,loop,"{'coordinates': [-87.63414, 41.8809891], 'type': 'Point'}",2016-03-14 22:04:36,2,1,Using scent to train the brain. #HeadStrong #fitness @equinox @ Equinox The Loop https://t.co/BguvuRXamE
530,loop,"{'coordinates': [-87.63154866, 41.88710595], 'type': 'Point'}",2016-03-14 21:17:46,0,0,"I'm at @SoulCycle Loop in Chicago, IL https://t.co/WP7zLmiTJw"
531,loop,"{'coordinates': [-87.6291268, 41.8834728], 'type': 'Point'}",2016-03-14 20:40:28,0,0,"We're #hiring! Click to apply: Need an InfoSec Master in the Loop! - https://t.co/GIZmddLtxu #IT #Chicago, IL #Job #Jobs #CareerArc"
532,loop,"{'coordinates': [-87.62574468, 41.88434693], 'type': 'Point'}",2016-03-14 19:00:09,0,0,💪💦 @ LA Fitness East Loop Signature https://t.co/rx6LKbYEim
533,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-14 18:30:20,0,0,We're #hiring! Read about our latest #job opening here: Support Engineer w/ Trade Floor exp. needed in... - https://t.co/Flnz10aUYg #IT
534,loop,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-14 18:27:08,1,0,Man charged in Saturday night South Loop stabbing https://t.co/WXysegl3HM
535,loop,"{'coordinates': [-87.62291908, 41.88483474], 'type': 'Point'}",2016-03-14 18:21:28,0,0,Ominous fog over the park and South Loop #Chicago @ Envisionit https://t.co/kMECLr0HHX
536,loop,"{'coordinates': [-87.65491, 41.88413], 'type': 'Point'}",2016-03-14 18:09:46,1,0,Pass it along! @ West Loop Salumi https://t.co/5vrQWiK1eA
537,loop,"{'coordinates': [-87.64722667, 41.88236984], 'type': 'Point'}",2016-03-14 16:59:55,0,0,Happy Pi Day!! @ Whole Foods Market West Loop https://t.co/afUkcGP4hq
538,loop,"{'coordinates': [-87.64722667, 41.88236984], 'type': 'Point'}",2016-03-14 16:34:05,0,0,Just posted a photo @ Whole Foods Market West Loop https://t.co/3jiaPmMafk
539,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-14 16:29:31,0,0,"Robert Half Legal #Legal #Job: IP Trademark Paralegal - Long Term Temporary!!! - Loop! (#Chicago, IL) https://t.co/zZ9FALwkRG #Jobs #Hiring"
540,loop,"{'coordinates': [-87.64117, 41.88407], 'type': 'Point'}",2016-03-14 12:37:53,1,0,"I'm at Loop Juice - @chiloopjuice in Chicago, IL https://t.co/XWGyyrWjxB"
541,loop,"{'coordinates': [-87.6272, 41.87298], 'type': 'Point'}",2016-03-14 04:34:16,1,0,🍷🍷🍷🍷 @ South Loop Club https://t.co/CKgjfdiA9x
542,loop,,2016-03-14 01:33:29,0,1,"RT @JayseePro: the other evening || #apartmentstories 
📸 #nexus6p @ West Loop Downtown Chicago https://t.co/5rQFKersMx"
543,loop,"{'coordinates': [-87.63948533, 41.87939285], 'type': 'Point'}",2016-03-14 01:32:37,0,1,"the other evening || #apartmentstories 
📸 #nexus6p @ West Loop Downtown Chicago https://t.co/5rQFKersMx"
544,loop,"{'coordinates': [-87.650714, 41.8733696], 'type': 'Point'}",2016-03-14 00:12:36,0,0,"Can you recommend anyone for this #BusinessMgmt #job? https://t.co/6GtUQJmFbA #TheCreativeGroup #Chicago, IL #Hiring"
545,loop,"{'coordinates': [-87.6312, 41.8683], 'type': 'Point'}",2016-03-13 23:11:36,1,0,"I mean, I'm not one to judge. 🍷☀️🍷 @ Target Chicago South Loop https://t.co/FhsNxMPy3o"
546,loop,"{'coordinates': [-87.62419839, 41.85816338], 'type': 'Point'}",2016-03-13 22:43:57,0,0,"I'm at Kroll's South Loop in Chicago, IL https://t.co/g2qzVJnWTK"
547,loop,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-13 22:21:06,0,0,Got to checkout the inside of this new construction in the south loop. Loved what I saw.… https://t.co/pl0HO7yf65
548,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-13 22:20:07,0,0,"Want to work in #Chicago, IL? View our latest opening: https://t.co/r679CpQbpu #Legal #Job #Jobs #Hiring #CareerArc"
549,loop,"{'coordinates': [-87.64738266, 41.88318655], 'type': 'Point'}",2016-03-13 22:11:56,0,0,"While I'm in the Chi (@ Harold's Chicken West Loop - @haroldswestloop in Chicago, IL) https://t.co/vTnKpJgU4p"
550,loop,"{'coordinates': [-87.656916, 41.881822], 'type': 'Point'}",2016-03-13 21:52:37,0,0,"Go catkollins go!!! 🙌❤️🙌❤️
Repost from @pure_barre 
・・・
Pure Barre West Loop teacher Kat Collins… https://t.co/jVZcpqfK48"
551,loop,"{'coordinates': [-87.66192916, 41.88429451], 'type': 'Point'}",2016-03-13 20:59:42,0,0,At the gym like... #Sunday #mood 🏋🏿💪🏾 @ CAC West Loop Athletic Club https://t.co/tboCH1Njgi
552,loop,"{'coordinates': [-87.63333333, 41.88333333], 'type': 'Point'}",2016-03-13 20:27:01,0,0,"Traffic was bad, so why not take a selfie? @ Chicago Loop https://t.co/QA3in6BTk9"
553,loop,"{'coordinates': [-87.6422739, 41.87908348], 'type': 'Point'}",2016-03-13 19:05:34,0,0,"I'm at West Loop in Chicago, IL https://t.co/OgoxFCe0Kd"
554,loop,"{'coordinates': [-87.6320099, 41.88169], 'type': 'Point'}",2016-03-13 18:47:21,0,0,Birthday weekend vibes😘🎂🎁 @ Residence Inn Chicago Downtown/Loop https://t.co/oySj8W2Oj1
555,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-13 17:58:16,0,0,"#Chicago, IL #Accounting #Job: Accounting Manager - Chicago Loop at Robert Half Finance &amp; Accounting https://t.co/52q7GiIgro #Jobs #Hiring"
556,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-13 17:30:24,0,0,"We're #hiring! Read about our latest #job opening here: Senior Tax Accountant - Loop! - https://t.co/8oV9ZFsan6 #Chicago, IL #Accounting"
557,loop,"{'coordinates': [-87.62722958, 41.86299066], 'type': 'Point'}",2016-03-13 15:45:08,0,0,Feelin' L U C K Y 💚🍀 #stpattysweekend #chirish #chicagoskyline #rooftopparty #lucky @ South Loop https://t.co/DTWTYEokgW
558,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-13 15:27:43,0,0,We're #hiring! Read about our latest #job opening here: Commercial Real Estate Legal Assistant for Company in... - https://t.co/1DBQbfEYeX
559,loop,"{'coordinates': [-87.62713737, 41.86456147], 'type': 'Point'}",2016-03-13 15:25:15,0,0,"I'm at South Loop Community Church in Chicago, IL https://t.co/19VDkuCFBc"
560,loop,"{'coordinates': [-87.656916, 41.881822], 'type': 'Point'}",2016-03-13 14:03:11,0,0,It's the truth! Come get your sweat on at Pure Barre West Loop! #pbwl #rainraingoaway… https://t.co/nPP8QNG2t0
561,loop,,2016-03-13 13:38:30,0,1,"RT @tyurdaer: #amazing view of South Loop, #chicago #chicagogram #instachicago #architecture #skyscraper… https://t.co/y6F7saPdsd"
562,loop,"{'coordinates': [-87.635329, 41.882733], 'type': 'Point'}",2016-03-13 08:52:40,0,0,"In the city. Happy St. Patty's day! (@ Hyatt Place Chicago/Downtown-The Loop in Chicago, IL) https://t.co/D0EC40GUz3"
563,loop,"{'coordinates': [-87.63333333, 41.88333333], 'type': 'Point'}",2016-03-13 07:14:36,0,0,Just posted a photo @ Chicago Loop https://t.co/HOt5X5CGzn
564,loop,"{'coordinates': [-87.619636, 41.633509], 'type': 'Point'}",2016-03-13 06:00:43,0,1,"#amazing view of South Loop, #chicago #chicagogram #instachicago #architecture #skyscraper… https://t.co/y6F7saPdsd"
565,loop,"{'coordinates': [-87.6289368, 41.8917999], 'type': 'Point'}",2016-03-13 02:03:04,0,0,city at night 🌛🌙 ⭐ @ Loop North https://t.co/Do7EiPmk1Z
566,loop,"{'coordinates': [-87.6250484, 41.8833949], 'type': 'Point'}",2016-03-12 23:58:43,0,0,#neighborhooddances #chicago #loop #DCASEresidency weather: air conditioned; sound: todd_mattei_… https://t.co/L2d1aChyTb
567,loop,"{'coordinates': [-87.6250484, 41.8833949], 'type': 'Point'}",2016-03-12 23:47:37,0,0,#neighborhooddances #chicago #loop #DCASEresidency weather: air conditioned @ Chicago Cultural… https://t.co/00WHFN5Bao
568,loop,"{'coordinates': [-87.6266, 41.8865], 'type': 'Point'}",2016-03-12 22:07:19,1,0,Michael Jackson. Ciccarelli. Emerald Loop. - Drinking a Guinness Draught @ Emerald Loop Bar and Grill - https://t.co/c7VqlUALN1 #photo
569,loop,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-12 22:05:25,0,0,"The Loop 🚇 @ Chicago, Illinois https://t.co/ZuZ9LIvtG1"
570,loop,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-12 20:44:02,0,0,"Robert Half Legal: Legal Coordinator Needed for Large Firm in the Loop (#Chicago, IL) https://t.co/0KzIuh4kdp #Sales #Job #Jobs #Hiring"
571,loop,"{'coordinates': [-87.6197056, 41.8839927], 'type': 'Point'}",2016-03-12 19:44:27,0,0,"Join the Robert Half Legal team! See our latest #Clerical #job opening here: https://t.co/shgNxeWdPa #Chicago, IL #Hiring #CareerArc"
572,loop,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-12 19:25:41,0,0,Window washers stranded on Loop high-rise https://t.co/raOVKPkDtB
573,loop,"{'coordinates': [-87.6261, 41.8808], 'type': 'Point'}",2016-03-12 18:59:29,0,0,Fire department activity in #Loop on Monroe St at Wabash Ave #traffic #Chicago https://t.co/GCesNZGx1X
574,loop,"{'coordinates': [-87.6265117, 41.88670566], 'type': 'Point'}",2016-03-12 17:36:16,0,0,St. Patty's Parade day 🍀 #Chicago @ Emerald Loop https://t.co/KelsLtvjrM
575,loop,"{'coordinates': [-87.62215939, 41.85797809], 'type': 'Point'}",2016-03-12 16:54:59,3,0,"Digging the south loop (@ The Spoke &amp; Bird - @spokeandbird in Chicago, IL) https://t.co/iWeay5Eyeq https://t.co/S0He8WF5Mf"
576,loop,"{'coordinates': [-87.6516494, 41.88309786], 'type': 'Point'}",2016-03-12 16:43:19,0,0,"Getting closer to those equinox sunsets! @ West Loop, Chicago, Illinois https://t.co/WRRSJE5RYq"
577,loop,"{'coordinates': [-87.656916, 41.881822], 'type': 'Point'}",2016-03-12 16:00:12,0,0,Don't forget to reset your clocks!! #springforward #pbwl @ Pure Barre Chicago West Loop https://t.co/ctsdd7nTSK
578,loop,"{'coordinates': [-87.6197056, 41.8839927], 'type': 'Point'}",2016-03-12 15:32:09,0,0,"Want to work at Robert Half Legal? We're #hiring in #Chicago, IL! Click for details: https://t.co/38eqb7EmK4 #Clerical #Job #Jobs"
579,loop,"{'coordinates': [-87.6197056, 41.8839927], 'type': 'Point'}",2016-03-12 14:32:11,0,0,"Loop- Temp to Perm Copy Clerk w/ Reprographics exp - Robert Half Legal: (#Chicago, IL) https://t.co/uEFaVkBr6t #Clerical #Job #Jobs #Hiring"
580,loop,"{'coordinates': [-87.62778997, 41.88203905], 'type': 'Point'}",2016-03-12 14:07:31,0,0,"I'm at The Loop - @explorechicago in Chicago, IL https://t.co/EJpvPm656y"
581,loop,"{'coordinates': [-87.6197056, 41.8839927], 'type': 'Point'}",2016-03-12 13:52:13,0,0,"Want to work at Robert Half Legal? We're #hiring in #Chicago, IL! Click for details: https://t.co/g0FBP1PgBK #Clerical #Job #Jobs"
582,loop,"{'coordinates': [-87.63252927, 41.86773582], 'type': 'Point'}",2016-03-12 13:23:53,1,0,Spring training day 1! Let's do this #chicagoendurancesports @ Fleet Feet South Loop https://t.co/jVFZXX45va
583,loop,"{'coordinates': [-87.62742519, 41.86710004], 'type': 'Point'}",2016-03-12 07:46:07,1,0,"I'm at South Loop in Chicago, IL https://t.co/26BeXbO9yQ"
