,Unnamed: 0,Unnamed: 0.1,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content,Latitude,Longitude,Date,Sentiment
205,205,205,Englewood,,2016-03-16 14:15:20,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side https://t.co/MMTAaFnDAJ via @DnainfoCHI",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
206,206,206,Englewood,,2016-03-16 14:11:28,0,0,Whole Foods closer to new store in poor Chicago neighborhood https://t.co/iNXH5hzgr3 @chicagotribune via @retailwire https://t.co/9H9zHFIJET,0.0,0.0,2016-03-16,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}"
207,207,207,Englewood,,2016-03-16 14:00:07,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/ntukpNvSg3",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
208,208,208,Englewood,,2016-03-16 13:47:54,0,88,"RT @kylekinane: Chicago, this summer skateboard to the museum campus, shout ""More like the SHREDD Aquarium!"" and try kickflips until the le…",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.474}"
209,209,209,Englewood,,2016-03-16 13:45:24,0,1,"RT @dnainfo_breen: Englewood Shootings Leave 2 Dead, 2 Wounded in Just 4 Hours, Police Say https://t.co/V3CPAckHHc https://t.co/xXBWgoOxvK",0.0,0.0,2016-03-16,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.6705}"
210,210,210,Englewood,,2016-03-16 13:39:58,0,1,"Englewood Shootings Leave 2 Dead, 2 Wounded in Just 4 Hours, Police Say https://t.co/V3CPAckHHc https://t.co/xXBWgoOxvK",0.0,0.0,2016-03-16,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.6705}"
211,211,211,Englewood,,2016-03-16 13:02:01,0,2,Tomorrow! Learn about #jobs available at the new #Englewood Whole Foods! #goodinenglewood https://t.co/Vb4UOlDzFn,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
212,212,212,Englewood,,2016-03-16 13:00:06,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/elMGYucQk2",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
213,213,213,Englewood,,2016-03-16 12:50:22,0,0,"#UniteBlue #LGBT Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side... https://t.co/nfyFzUYlXP #Homophobia #World",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
214,214,214,Englewood,,2016-03-16 12:39:52,0,0,"Chicago 119th homicide was 7:30 p.m., a 23-yo man was shot killed in the 1200 block of West 69th Street in Englewood",0.0,0.0,2016-03-16,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.8126}"
215,215,215,Englewood,,2016-03-16 12:07:20,0,0,3/20 Day I'm Bringing The Hottests Youngin Out Of Englewood Chicago To Atlanta #Swear deja_vu_2… https://t.co/WobsMGEz4c,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
216,216,216,Englewood,,2016-03-16 12:00:07,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/AKH4WB2p6c",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
217,217,217,Englewood,,2016-03-16 11:00:08,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/rYyP22YG4g",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
218,218,218,Englewood,,2016-03-16 10:00:09,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/i1NlBKk1mI",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
219,219,219,Englewood,,2016-03-16 09:01:57,0,0,Police: Man shot to death in Englewood - https://t.co/IPtRG5UbM1,0.0,0.0,2016-03-16,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}"
220,220,220,Englewood,,2016-03-16 09:01:57,0,0,Police: Man shot to death in Englewood https://t.co/IzTzVRo0Hi,0.0,0.0,2016-03-16,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}"
221,221,221,Englewood,,2016-03-16 09:01:57,0,0,Police: Man shot to death in Englewood - https://t.co/QofAef7WWV,0.0,0.0,2016-03-16,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}"
222,222,222,Englewood,,2016-03-16 09:00:07,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/z7WmyDQKhW",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
223,223,223,Englewood,,2016-03-16 08:48:11,0,0,I liked a @YouTube video from @complex_news https://t.co/DVxCH2yZau Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
224,224,224,Englewood,,2016-03-16 08:00:11,1,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/1vRcFodmhw",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
225,225,225,Englewood,,2016-03-16 07:02:28,0,0,Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” -  https://t.co/YSNr86IM0s,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
226,226,226,Englewood,,2016-03-16 07:00:14,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/ZHiHjA7c11",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
227,227,227,Englewood,,2016-03-16 06:49:28,0,0,"Lil Durk Gives Us A Tour of Englewood on Chicago's South Side in ""The Neighborhood"" @ComplexMusic https://t.co/cSsGaAKD1z",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
228,228,228,Englewood,,2016-03-16 06:45:50,1,0,Police: Man shot to death in Englewood https://t.co/IC89wjcdnE,0.0,0.0,2016-03-16,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}"
229,229,229,Englewood,,2016-03-16 06:00:14,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/CFQKhJQfzY",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
230,230,230,Englewood,,2016-03-16 05:29:38,0,0,"Lil Durk Gives Us A Tour of Englewood on Chicago's South Side in ""The Neighborhood"" @ComplexMusic https://t.co/kYGoCXj96M @lildurk_ 💗",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
231,231,231,Englewood,,2016-03-16 05:16:19,0,0,I liked a @YouTube video from @complex_news https://t.co/T2DIwxVASv Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
232,232,232,Englewood,,2016-03-16 05:00:11,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/4v7504HfAU",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
233,233,233,Englewood,,2016-03-16 04:33:44,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
234,234,234,Englewood,,2016-03-16 04:33:13,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
235,235,235,Englewood,,2016-03-16 04:33:07,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
236,236,236,Englewood,,2016-03-16 04:31:37,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
237,237,237,Englewood,,2016-03-16 04:30:39,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
238,238,238,Englewood,,2016-03-16 04:30:23,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
239,239,239,Englewood,,2016-03-16 04:28:46,0,0,2 people shot in West Englewood - https://t.co/chGCPpDnNM,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
240,240,240,Englewood,,2016-03-16 04:28:46,0,0,2 people shot in West Englewood https://t.co/OkIac7JIsw,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
241,241,241,Englewood,,2016-03-16 04:28:46,0,0,2 people shot in West Englewood - https://t.co/S6k9nXanCB,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
242,242,242,Englewood,,2016-03-16 04:28:29,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
243,243,243,Englewood,,2016-03-16 04:27:28,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
244,244,244,Englewood,,2016-03-16 04:26:55,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
245,245,245,Englewood,,2016-03-16 04:26:26,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
246,246,246,Englewood,,2016-03-16 04:24:34,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
247,247,247,Englewood,,2016-03-16 04:24:21,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
248,248,248,Englewood,,2016-03-16 04:24:11,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,249,249,Englewood,,2016-03-16 04:24:04,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
250,250,250,Englewood,,2016-03-16 04:23:36,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
251,251,251,Englewood,,2016-03-16 04:23:23,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
252,252,252,Englewood,,2016-03-16 04:22:00,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
253,253,253,Englewood,,2016-03-16 04:21:47,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
254,254,254,Englewood,,2016-03-16 04:21:27,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
255,255,255,Englewood,,2016-03-16 04:21:20,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
256,256,256,Englewood,,2016-03-16 04:18:42,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
257,257,257,Englewood,,2016-03-16 04:18:18,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
258,258,258,Englewood,,2016-03-16 04:14:06,14,23,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.co/ff0DxQWPob,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
259,259,259,Englewood,,2016-03-16 04:14:06,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/G339sjC5NI https://t.co/VcFAV8ZLgR,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
260,260,260,Englewood,,2016-03-16 04:00:13,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/TYstq3Dnd2",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
261,261,261,Englewood,,2016-03-16 03:56:13,0,0,2 people shot in West Englewood https://t.co/bmkbIYtpGy,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
262,262,262,Englewood,,2016-03-16 03:00:12,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/PGNdhxrlFP",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
263,263,263,Englewood,,2016-03-16 02:55:01,0,2,"RT @CSTbreaking: Police: Man shot to death in West Englewood
https://t.co/qVzV1FfVF8",0.0,0.0,2016-03-16,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5994}"
264,264,264,Englewood,,2016-03-16 02:31:32,0,0,"Lil Durk Takes us on Tour of Englewood on Chicago's South Side 
https://t.co/JOjcvH41S7",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
265,265,265,Englewood,,2016-03-16 02:31:32,0,0,"Lil Durk Takes us on Tour of Englewood on Chicago's South Side 
https://t.co/uxZxI8pGFj",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
266,266,266,Englewood,,2016-03-16 02:08:52,0,0,"1 dead, 1 wounded in South Side shootings: One man was killed in a shooting in an Englewood neighborhood store and… https://t.co/yYvVl9PjWs",0.0,0.0,2016-03-16,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.8689}"
267,267,267,Englewood,,2016-03-16 02:05:09,0,0,"1 dead, 1 wounded in South Side shootings: One man was killed in a shooting in an Englewood… https://t.co/EcH9xcOVpu #Chicago #News",0.0,0.0,2016-03-16,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.8689}"
268,268,268,Englewood,,2016-03-16 02:03:40,0,2,"RT @CSTbreaking: Police: Man shot to death in West Englewood
https://t.co/qVzV1FfVF8",0.0,0.0,2016-03-16,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5994}"
269,269,269,Englewood,,2016-03-16 02:01:50,1,2,"Police: Man shot to death in West Englewood
https://t.co/qVzV1FfVF8",0.0,0.0,2016-03-16,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5994}"
270,270,270,Englewood,,2016-03-16 02:00:13,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/0MgsA0p8qm",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
271,271,271,Englewood,,2016-03-16 01:52:00,0,0,.@LilDurk_ Takes @ComplexMag on a Tour of Englewood on #Chicago's South Side | The Neighborhood https://t.co/GqhuBmCsK8 #lildurk #OTF #chi,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
272,272,272,Englewood,,2016-03-16 01:00:12,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/GZ1JZQh1PS",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
273,273,273,Englewood,,2016-03-16 00:50:09,0,0,Everyone one deserves a chance to live and grow. Don't count anyone out!!!! https://t.co/9YiiHQJrkq,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4885}"
274,274,274,Englewood,,2016-03-16 00:47:56,0,122,"RT @ComplexMag: .@LilDurk_ gave us a tour of Englewood on Chicago's South Side in ""The Neighborhood.""

https://t.co/B8y26RLyqH
https://t.co…",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
275,275,275,Englewood,,2016-03-16 00:41:35,0,0,I liked a @YouTube video from @complex_news https://t.co/QWovjkuYAw Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
276,276,276,Englewood,,2016-03-16 00:00:17,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/0CrrbdPx6P",0.0,0.0,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
277,277,277,Englewood,,2016-03-15 23:45:31,0,0,[Video] Lil Durk Gives A Tour Of Englewood On Chicago’s South Side | https://t.co/hwxlKCTiiQ | #UL https://t.co/lz6ju3rmpg,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
278,278,278,Englewood,,2016-03-15 23:45:30,1,0,[Video] Lil Durk Gives A Tour Of Englewood On Chicago’s South Side | https://t.co/Kij07iygXd | #UL https://t.co/GJm5uxuk6i,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
279,279,279,Englewood,,2016-03-15 23:40:05,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | ... https://t.co/ep78egXohf via @YouTube,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
280,280,280,Englewood,,2016-03-15 23:32:09,0,0,I liked a @YouTube video from @complex_news https://t.co/ufs5748fLO Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
281,281,281,Englewood,,2016-03-15 23:30:41,0,0,.@lildurk_ Takes Complex On A Tour Of Englewood On Chicago’s South Side https://t.co/IntJasy0oc,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
282,282,282,Englewood,,2016-03-15 23:30:41,0,0,.@lildurk_ Takes Complex On A Tour Of Englewood On Chicago’s South Side https://t.co/mf3NCqh4hu,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
283,283,283,Englewood,,2016-03-15 23:30:40,0,0,.@lildurk_ Takes Complex On A Tour Of Englewood On Chicago’s South Side https://t.co/HnOLZNAM0H,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
284,284,284,Englewood,,2016-03-15 23:21:59,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/5BLeHaF0gM,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
285,285,285,Englewood,"{'coordinates': [-87.66396247, 41.77396874], 'type': 'Point'}",2016-03-15 23:21:28,2,0,Resident Association of Greater Englewood bi-monthly village meeting. Spreading the good news. #Chicago #Englewood https://t.co/zQWHpjO9dA,-87.66396247,41.77396874,2016-03-15,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.6597}"
286,286,286,Englewood,,2016-03-15 23:18:07,0,0,For Updates &amp; more... Visit LouDGangUSA https://t.co/hUqQyblWq5 #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
287,287,287,Englewood,,2016-03-15 23:11:33,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood💯💯 https://t.co/L2qg68Y4Mq,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
288,288,288,Englewood,,2016-03-15 23:00:20,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/Fr0Y166nBp",0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
289,289,289,Englewood,,2016-03-15 22:12:58,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | ... https://t.co/d1wCczhqMC via @YouTube,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
290,290,290,Englewood,,2016-03-15 22:00:16,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/e0DrVp8d1v",0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
291,291,291,Englewood,,2016-03-15 21:38:36,0,30,"RT @ComplexMusic: .@lildurk_ gives us a tour of Englewood on Chicago's South Side in ""The Neighborhood."" https://t.co/8zb1RXXTAq
https://t.…",0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
292,292,292,Englewood,,2016-03-15 21:00:22,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/olDGytmP5b",0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
293,293,293,Englewood,,2016-03-15 20:57:11,0,0,Take A Tour of Chicago w/ @lildurk_ https://t.co/oTPQmnNUaq https://t.co/76tnpQJEOK,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
294,294,294,Englewood,,2016-03-15 20:34:44,0,0,I liked a @YouTube video from @complex_news https://t.co/KsC4IIHlxu Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
295,295,295,Englewood,,2016-03-15 20:32:05,0,2,RT @growinghome: The Nature trail will look out over our farms! #Englewood #Chicago #Positivity https://t.co/QB7LlCTQ2U,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
296,296,296,Englewood,,2016-03-15 20:00:18,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/Bbebn9IPGo",0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
297,297,297,Englewood,,2016-03-15 19:55:13,0,0,I liked a @YouTube video from @complex_news https://t.co/fCFJhi3bus Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-15,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
