,Unnamed: 0,Unnamed: 0.1,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content,Latitude,Longitude,Date,Sentiment
0,0,0,Englewood,,2016-03-17 22:06:03,0,1,RT @CollegeGradSwag: Again big ups to the kid from Chicago @lildurk_ for showing love to the school iTeach at in Englewood #CheckItOut  htt…,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6369}"
1,1,1,Englewood,,2016-03-17 22:05:09,0,1,Again big ups to the kid from Chicago @lildurk_ for showing love to the school iTeach at in Englewood #CheckItOut  https://t.co/djJs6ufl7W,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}"
2,2,2,Englewood,,2016-03-17 21:44:14,0,2,RT @AndreaVWatson12: Donations Are Rolling in to Save Englewood Elementary School's Chess Team https://t.co/D7T1I3RG1l,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}"
3,3,3,Englewood,,2016-03-17 21:40:34,0,2,"RT @AndreaVWatson12: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/x8NnLaTPE0",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4,4,4,Englewood,,2016-03-17 21:40:18,0,2,RT @growinghome: Free #Easter Basket Giveaway in #Englewood Saturday https://t.co/7X8NVsj3LO from @andreavwatson12 of @DNAinfoCHI https://t…,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}"
5,5,5,Englewood,,2016-03-17 21:37:25,0,0,"@howardbrownhc Opens LGBT-Focused Clinic in #Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/GnWOWmzsEh",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6,6,6,Englewood,,2016-03-17 21:37:10,0,1,"RT @DeborahWetzel1: Englewood,Chicago Students Go For Championship at State Lego Robotics Competition via @DNAinfoCHI https://t.co/kvkB5BlV…",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
7,7,7,Englewood,,2016-03-17 21:36:23,0,2,RT @mystrogrant: If you're not at the table you're on the menu. #Englewood  #Chicago #blacklivematter  #BlackHistoryMonth,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,8,8,Englewood,,2016-03-17 21:35:45,0,1,"RT @CHIrowhouses: 354 W Normal Pkwy, Englewood, #Chicago #architecture https://t.co/x16ZmxOSn1",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9,9,9,Englewood,,2016-03-17 21:34:38,0,1,"RT @mangodebango: 📷 Bernie Sanders being arrested at an anti-segregation civil rights protest, Englewood, Chicago, IL,... https://t.co/yGbP…",0.0,0.0,2016-03-17,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.6249}"
10,10,10,Englewood,,2016-03-17 21:32:26,0,1,"RT @CHIrowhouses: 354 W Normal Pkwy, Englewood, #Chicago #architecture https://t.co/Nl6Esj3UTj",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
11,11,11,Englewood,,2016-03-17 21:32:12,0,3,"RT @SouthSideBuzz: From Englewood to Flint....We Care!: Several groups based in Englewood, Chicago are seeking donations so that they… http…",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
12,12,12,Englewood,,2016-03-17 21:31:51,0,1,RT @MRandAssociates: Early Sunday morning meeting on pro bono project im working on. Bringing healthy alternatives to Englewood. #Chicago #…,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}"
13,13,13,Englewood,,2016-03-17 21:30:48,0,1,"RT @FMCNAJobs: See our latest #Chicago, IL #job and click to apply: Dialysis Patient Care Technician - Englewood - Chicago, IL - https://t.…",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4939}"
14,14,14,Englewood,,2016-03-17 21:29:30,0,1,"RT @MetroFamChicago: Englewood Enterprise Gallery's monthly empowerment open house is Mar 13, with kids activities too #goodinenglewood htt…",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
15,15,15,Englewood,,2016-03-17 21:29:07,0,2,RT @MetroFamChicago: Tomorrow! Learn about #jobs available at the new #Englewood Whole Foods! #goodinenglewood https://t.co/Vb4UOlDzFn,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
16,16,16,Englewood,,2016-03-17 20:39:29,0,1,RT @DNAinfoCHI: Man accused of stabbing his public defender in the neck with a shank pleads guilty to rape https://t.co/R3eEMmi6wD https://…,0.0,0.0,2016-03-17,"{'neg': 0.358, 'neu': 0.59, 'pos': 0.052, 'compound': -0.8519}"
17,17,17,Englewood,,2016-03-17 20:36:00,1,1,Man accused of stabbing his public defender in the neck with a shank pleads guilty to rape https://t.co/R3eEMmi6wD https://t.co/98lV0dqJ7m,0.0,0.0,2016-03-17,"{'neg': 0.386, 'neu': 0.558, 'pos': 0.056, 'compound': -0.8519}"
18,18,18,Englewood,,2016-03-17 20:21:42,0,0,Howard Brown Opens #LGBT-Focused Clinic in Englewood #chicago https://t.co/OXt1axN9fy @DNAinfoCHI,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
19,19,19,Englewood,,2016-03-17 19:41:22,0,0,I liked a @YouTube video from @complex_news https://t.co/GhggL2obFc Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
20,20,20,Englewood,,2016-03-17 19:33:44,0,1,RT @CSTbreaking: A 31-year-old man shot to death Tuesday night in Englewood has been identified as Kenneth Renaldo Brown. https://t.co/wDrb…,0.0,0.0,2016-03-17,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5994}"
21,21,21,Englewood,,2016-03-17 19:32:58,0,4,RT @LilDurkHQ: Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” https://t.co/IQ1B5ZJDa9,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
22,22,22,Englewood,,2016-03-17 19:23:36,0,1,A 31-year-old man shot to death Tuesday night in Englewood has been identified as Kenneth Renaldo Brown. https://t.co/wDrbssDvVr,0.0,0.0,2016-03-17,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5994}"
23,23,23,Englewood,,2016-03-17 18:43:44,2,0,"Great job @howardbrownhc! Howard Brown Opens #LGBT-Focused Clinic in #Englewood, Its 1st on South Side @DNAinfoCHI https://t.co/E1XmGSNT4f",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6588}"
24,24,24,Englewood,,2016-03-17 18:20:11,0,0,I liked a @YouTube video from @complex_news https://t.co/YmoFYyyZWa Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
25,25,25,Englewood,,2016-03-17 17:15:07,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/PQ3g7NPJeC,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
26,26,26,Englewood,,2016-03-17 17:10:12,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | ... https://t.co/udnSBWXext via @YouTube,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
27,27,27,Englewood,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 16:54:39,0,1,"See our latest #Chicago, IL #job and click to apply: Dialysis Patient Care Technician - Englewood - Chicago, IL - https://t.co/7i1uVrIhk6",-87.62979820000001,41.8781136,2016-03-17,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}"
28,28,28,Englewood,,2016-03-17 16:43:52,0,2,RT @growinghome: Free #Easter Basket Giveaway in #Englewood Saturday https://t.co/7X8NVsj3LO from @andreavwatson12 of @DNAinfoCHI https://t…,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}"
29,29,29,Englewood,,2016-03-17 16:26:03,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/Epf2ntBzJ0",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
30,30,30,Englewood,,2016-03-17 16:10:33,0,122,"RT @ComplexMag: .@LilDurk_ gave us a tour of Englewood on Chicago's South Side in ""The Neighborhood.""

https://t.co/B8y26RLyqH
https://t.co…",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
31,31,31,Englewood,,2016-03-17 16:05:34,2,2,Free #Easter Basket Giveaway in #Englewood Saturday https://t.co/7X8NVsj3LO from @andreavwatson12 of @DNAinfoCHI https://t.co/al07rlMHNw,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}"
32,32,32,Englewood,,2016-03-17 13:07:14,0,4,RT @LilDurkHQ: Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” https://t.co/IQ1B5ZJDa9,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
33,33,33,Englewood,,2016-03-17 13:05:14,0,0,#TIFThursday - We will be discussing how the spending of the Englewood Neighborhood TIF can be more transparent... https://t.co/0xylWTVbwR,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
34,34,34,Englewood,,2016-03-17 12:25:01,0,1,"RT @OT_Enthusiast: ""Smith has been accused of stabbing his public defender in the neck with a shank and trying to hire hit men."" Whelp. htt…",0.0,0.0,2016-03-17,"{'neg': 0.097, 'neu': 0.841, 'pos': 0.062, 'compound': -0.2023}"
35,35,35,Englewood,,2016-03-17 12:17:10,0,122,"RT @ComplexMag: .@LilDurk_ gave us a tour of Englewood on Chicago's South Side in ""The Neighborhood.""

https://t.co/B8y26RLyqH
https://t.co…",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
36,36,36,Englewood,,2016-03-17 10:09:05,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/MmiKA4PWvO #HipHopHeat,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
37,37,37,Englewood,,2016-03-17 06:57:01,0,1,RT @Major_HipHop: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/k8QIXYuJV0 Major #H…,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
38,38,38,Englewood,,2016-03-17 06:56:04,0,1,"""Smith has been accused of stabbing his public defender in the neck with a shank and trying to hire hit men."" Whelp. https://t.co/I8DNTfcD8x",0.0,0.0,2016-03-17,"{'neg': 0.107, 'neu': 0.825, 'pos': 0.068, 'compound': -0.2023}"
39,39,39,Englewood,,2016-03-17 05:50:20,0,0,Lil Durk Rides Through Englewood In South Side Chicago [Video] https://t.co/YdOLRuoywJ,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
40,40,40,Englewood,,2016-03-17 05:27:46,0,0,I liked a @YouTube video from @complex_news https://t.co/LgVxDOs1Hi Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
41,41,41,Englewood,,2016-03-17 05:17:39,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/1Jtwje4gPq #HipHop,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
42,42,42,Englewood,,2016-03-17 05:03:35,2,0,HipHopTVShow feature Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |… https://t.co/FexKVIPQil,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
43,43,43,Englewood,,2016-03-17 05:02:37,3,1,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/k8QIXYuJV0 Major #HipHop,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
44,44,44,Englewood,,2016-03-17 04:48:26,1,0,New Video Alert: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | ... https://t.co/lYHFhizY9d Better than Cable TV,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.6249}"
45,45,45,Englewood,,2016-03-17 04:43:54,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood… https://t.co/itQGXUBA0D,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
46,46,46,Englewood,,2016-03-17 04:28:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood 💯💯 https://t.co/yYDKkpk76r,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
47,47,47,Englewood,,2016-03-17 04:25:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/4gqI8WX5bn #BestDamnMusic,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
48,48,48,Englewood,,2016-03-17 04:10:09,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/mLzxajTsxT,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
49,49,49,Englewood,,2016-03-17 04:03:43,0,0,Certified Banger! Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |... https://t.co/cgvAy8TcVS via @forpromouseonly,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
50,50,50,Englewood,,2016-03-17 04:03:43,0,0,Certified Banger! Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |... https://t.co/aggBADbFYb via @forpromouseonly,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
51,51,51,Englewood,,2016-03-17 04:00:10,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/PQ3g7NPJeC,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
52,52,52,Englewood,,2016-03-17 03:57:04,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/LiIGMpB6nX https://t.co/FFXo8v7FQT,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
53,53,53,Englewood,,2016-03-17 03:57:03,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/MCekHBfJND https://t.co/gvgIejJyR2,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
54,54,54,Englewood,,2016-03-17 03:57:03,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/4FPLxOOP39 https://t.co/dZjxNbvs0C,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
55,55,55,Englewood,,2016-03-17 03:57:02,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/lrnx5FYnDP https://t.co/FeYkO8jviK,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
56,56,56,Englewood,,2016-03-17 03:48:07,0,0,#Viral #Video by Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/VQvV2im32v,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
57,57,57,Englewood,,2016-03-17 03:37:35,1,0,Man Pleads Guilty To Raping Teen Girls After Years Of Delays via @DNAinfoCHI https://t.co/zJNFjDgHXA,0.0,0.0,2016-03-17,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.8225}"
58,58,58,Englewood,,2016-03-17 03:28:37,0,3,RT @AllHipHopModels: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/AdD4n8CzqX #HipH…,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
59,59,59,Englewood,,2016-03-17 03:23:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/Mm9RJeXu3X https://t.co/UWfja5Vsjy,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
60,60,60,Englewood,,2016-03-17 03:14:31,0,0,HIP HOP ALERT:   Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/GCL8LbbBnu,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.4466}"
61,61,61,Englewood,,2016-03-17 03:11:29,0,0,Watch the video Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/DgIE0wlCfO,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
62,62,62,Englewood,,2016-03-17 02:53:36,0,5,RT @DNAinfoCHI: Man pleads guilty to violently raping young girls after 7 years of delays https://t.co/ImglyhocxT https://t.co/xoNbmSLEqv,0.0,0.0,2016-03-17,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.9081}"
63,63,63,Englewood,,2016-03-17 02:49:58,0,4,RT @LilDurkHQ: Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” https://t.co/IQ1B5ZJDa9,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
64,64,64,Englewood,,2016-03-17 02:45:16,0,0,I liked a @YouTube video from @complex_news https://t.co/trEJCjloKq Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
65,65,65,Englewood,,2016-03-17 02:44:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side https://t.co/818NoPqNLu,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
66,66,66,Englewood,,2016-03-17 02:42:39,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/of5r8chjOP via @MLHipHop,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
67,67,67,Englewood,,2016-03-17 02:41:55,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/doG501WEzB #HipHop,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
68,68,68,Englewood,,2016-03-17 02:38:47,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/qCdqJwjjhw #Vidterest,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
69,69,69,Englewood,,2016-03-17 02:37:57,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/zNuMrMbgHk #TonsofVideos,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
70,70,70,Englewood,,2016-03-17 02:33:43,2,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side https://t.co/VUYqEUtD0j",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
71,71,71,Englewood,,2016-03-17 02:33:10,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/B51JhhI8ec #YouTubeRappers,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
72,72,72,Englewood,,2016-03-17 02:32:50,0,0,#HipHop - - - - - -  Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |… https://t.co/OjZVASWk52,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
73,73,73,Englewood,,2016-03-17 02:29:22,0,0,5 ☆☆☆☆☆ for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/SptkNOG4Fx,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
74,74,74,Englewood,,2016-03-17 02:28:03,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/nUx7WZzgY8,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75,75,75,Englewood,,2016-03-17 02:26:40,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/VttqpudwDM #MusicPheed,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
76,76,76,Englewood,,2016-03-17 02:25:48,0,0,Featured Post:  Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/UuWrBTAx7B,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
77,77,77,Englewood,,2016-03-17 02:24:43,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/5zAS0eZIxs,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
78,78,78,Englewood,,2016-03-17 02:24:41,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/DVZ788pxXO #Top50Vids,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
79,79,79,Englewood,,2016-03-17 02:21:23,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/3bIax1JFm8,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
80,80,80,Englewood,,2016-03-17 02:20:36,0,0,Hip Hop 2GO &gt;&gt; Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/kch5L4ywsM,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
81,81,81,Englewood,,2016-03-17 02:20:33,0,0,VideoMaxx Presents Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/6WhCpJJAec,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
82,82,82,Englewood,,2016-03-17 02:20:30,0,0,#MusicRetweet -  Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/S8ENECxeXq,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
83,83,83,Englewood,,2016-03-17 02:17:07,0,2,"RT @DNAinfoCHI: After years of delays, man pleads guilty to raping teen girls https://t.co/wLPpa3UymK https://t.co/f55ihOA6BU",0.0,0.0,2016-03-17,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.8225}"
84,84,84,Englewood,,2016-03-17 02:08:41,0,11,"RT @KollegeKidd: Lil Durk Rides Through Englewood In South Side #Chicago [Video]
https://t.co/616l4cjTlJ https://t.co/RiwMlhAD5q",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
85,85,85,Englewood,,2016-03-17 02:05:31,0,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/fA4KQUll9l,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
86,86,86,Englewood,,2016-03-17 02:05:29,0,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/oFhh0ZdlVO,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
87,87,87,Englewood,,2016-03-17 02:05:28,1,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/eJdCTp4R2E,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
88,88,88,Englewood,,2016-03-17 02:05:26,1,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/gbH4WpWtzt,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
89,89,89,Englewood,,2016-03-17 01:57:00,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF",0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
90,90,90,Englewood,,2016-03-17 01:54:45,0,0,I liked a @YouTube video from @complex_news https://t.co/BcfCVcqH5t Lil Durk Takes Complex on a Tour of Englewood on Chicago's South,0.0,0.0,2016-03-17,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
91,91,91,Englewood,"{'coordinates': [-87.64477778, 41.77978611], 'type': 'Point'}",2016-03-17 01:52:08,0,0,"Be stayin low tryna duck the bullshit @ Englewood, Chicago https://t.co/9NP1ZKcZkR",-87.64477778,41.77978611,2016-03-17,"{'neg': 0.424, 'neu': 0.576, 'pos': 0.0, 'compound': -0.7096}"
