,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content
26,Englewood,,2016-03-17 17:10:12,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | ... https://t.co/udnSBWXext via @YouTube
27,Englewood,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 16:54:39,0,1,"See our latest #Chicago, IL #job and click to apply: Dialysis Patient Care Technician - Englewood - Chicago, IL - https://t.co/7i1uVrIhk6"
28,Englewood,,2016-03-17 16:43:52,0,2,RT @growinghome: Free #Easter Basket Giveaway in #Englewood Saturday https://t.co/7X8NVsj3LO from @andreavwatson12 of @DNAinfoCHI https://t…
29,Englewood,,2016-03-17 16:26:03,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/Epf2ntBzJ0"
30,Englewood,,2016-03-17 16:10:33,0,122,"RT @ComplexMag: .@LilDurk_ gave us a tour of Englewood on Chicago's South Side in ""The Neighborhood.""

https://t.co/B8y26RLyqH
https://t.co…"
31,Englewood,,2016-03-17 16:05:34,2,2,Free #Easter Basket Giveaway in #Englewood Saturday https://t.co/7X8NVsj3LO from @andreavwatson12 of @DNAinfoCHI https://t.co/al07rlMHNw
32,Englewood,,2016-03-17 13:07:14,0,4,RT @LilDurkHQ: Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” https://t.co/IQ1B5ZJDa9
33,Englewood,,2016-03-17 13:05:14,0,0,#TIFThursday - We will be discussing how the spending of the Englewood Neighborhood TIF can be more transparent... https://t.co/0xylWTVbwR
34,Englewood,,2016-03-17 12:25:01,0,1,"RT @OT_Enthusiast: ""Smith has been accused of stabbing his public defender in the neck with a shank and trying to hire hit men."" Whelp. htt…"
35,Englewood,,2016-03-17 12:17:10,0,122,"RT @ComplexMag: .@LilDurk_ gave us a tour of Englewood on Chicago's South Side in ""The Neighborhood.""

https://t.co/B8y26RLyqH
https://t.co…"
36,Englewood,,2016-03-17 10:09:05,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/MmiKA4PWvO #HipHopHeat
37,Englewood,,2016-03-17 06:57:01,0,1,RT @Major_HipHop: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/k8QIXYuJV0 Major #H…
38,Englewood,,2016-03-17 06:56:04,0,1,"""Smith has been accused of stabbing his public defender in the neck with a shank and trying to hire hit men."" Whelp. https://t.co/I8DNTfcD8x"
39,Englewood,,2016-03-17 05:50:20,0,0,Lil Durk Rides Through Englewood In South Side Chicago [Video] https://t.co/YdOLRuoywJ
40,Englewood,,2016-03-17 05:27:46,0,0,I liked a @YouTube video from @complex_news https://t.co/LgVxDOs1Hi Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
41,Englewood,,2016-03-17 05:17:39,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/1Jtwje4gPq #HipHop
42,Englewood,,2016-03-17 05:03:35,2,0,HipHopTVShow feature Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |… https://t.co/FexKVIPQil
43,Englewood,,2016-03-17 05:02:37,3,1,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/k8QIXYuJV0 Major #HipHop
44,Englewood,,2016-03-17 04:48:26,1,0,New Video Alert: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | ... https://t.co/lYHFhizY9d Better than Cable TV
45,Englewood,,2016-03-17 04:43:54,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood… https://t.co/itQGXUBA0D
46,Englewood,,2016-03-17 04:28:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood 💯💯 https://t.co/yYDKkpk76r
47,Englewood,,2016-03-17 04:25:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/4gqI8WX5bn #BestDamnMusic
48,Englewood,,2016-03-17 04:10:09,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/mLzxajTsxT
49,Englewood,,2016-03-17 04:03:43,0,0,Certified Banger! Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |... https://t.co/cgvAy8TcVS via @forpromouseonly
50,Englewood,,2016-03-17 04:03:43,0,0,Certified Banger! Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |... https://t.co/aggBADbFYb via @forpromouseonly
51,Englewood,,2016-03-17 04:00:10,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/PQ3g7NPJeC
52,Englewood,,2016-03-17 03:57:04,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/LiIGMpB6nX https://t.co/FFXo8v7FQT
53,Englewood,,2016-03-17 03:57:03,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/MCekHBfJND https://t.co/gvgIejJyR2
54,Englewood,,2016-03-17 03:57:03,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/4FPLxOOP39 https://t.co/dZjxNbvs0C
55,Englewood,,2016-03-17 03:57:02,0,0,I voted for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The... https://t.co/lrnx5FYnDP https://t.co/FeYkO8jviK
56,Englewood,,2016-03-17 03:48:07,0,0,#Viral #Video by Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/VQvV2im32v
57,Englewood,,2016-03-17 03:37:35,1,0,Man Pleads Guilty To Raping Teen Girls After Years Of Delays via @DNAinfoCHI https://t.co/zJNFjDgHXA
58,Englewood,,2016-03-17 03:28:37,0,3,RT @AllHipHopModels: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/AdD4n8CzqX #HipH…
59,Englewood,,2016-03-17 03:23:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/Mm9RJeXu3X https://t.co/UWfja5Vsjy
60,Englewood,,2016-03-17 03:14:31,0,0,HIP HOP ALERT:   Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/GCL8LbbBnu
61,Englewood,,2016-03-17 03:11:29,0,0,Watch the video Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/DgIE0wlCfO
62,Englewood,,2016-03-17 02:53:36,0,5,RT @DNAinfoCHI: Man pleads guilty to violently raping young girls after 7 years of delays https://t.co/ImglyhocxT https://t.co/xoNbmSLEqv
63,Englewood,,2016-03-17 02:49:58,0,4,RT @LilDurkHQ: Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” https://t.co/IQ1B5ZJDa9
64,Englewood,,2016-03-17 02:45:16,0,0,I liked a @YouTube video from @complex_news https://t.co/trEJCjloKq Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
65,Englewood,,2016-03-17 02:44:22,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side https://t.co/818NoPqNLu
66,Englewood,,2016-03-17 02:42:39,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/of5r8chjOP via @MLHipHop
67,Englewood,,2016-03-17 02:41:55,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/doG501WEzB #HipHop
68,Englewood,,2016-03-17 02:38:47,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/qCdqJwjjhw #Vidterest
69,Englewood,,2016-03-17 02:37:57,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/zNuMrMbgHk #TonsofVideos
70,Englewood,,2016-03-17 02:33:43,2,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side https://t.co/VUYqEUtD0j"
71,Englewood,,2016-03-17 02:33:10,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/B51JhhI8ec #YouTubeRappers
72,Englewood,,2016-03-17 02:32:50,0,0,#HipHop - - - - - -  Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side |… https://t.co/OjZVASWk52
73,Englewood,,2016-03-17 02:29:22,0,0,5 ☆☆☆☆☆ for Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/SptkNOG4Fx
74,Englewood,,2016-03-17 02:28:03,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/nUx7WZzgY8
75,Englewood,,2016-03-17 02:26:40,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/VttqpudwDM #MusicPheed
76,Englewood,,2016-03-17 02:25:48,0,0,Featured Post:  Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/UuWrBTAx7B
77,Englewood,,2016-03-17 02:24:43,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/5zAS0eZIxs
78,Englewood,,2016-03-17 02:24:41,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/DVZ788pxXO #Top50Vids
79,Englewood,,2016-03-17 02:21:23,1,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/3bIax1JFm8
80,Englewood,,2016-03-17 02:20:36,0,0,Hip Hop 2GO &gt;&gt; Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/kch5L4ywsM
81,Englewood,,2016-03-17 02:20:33,0,0,VideoMaxx Presents Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/6WhCpJJAec
82,Englewood,,2016-03-17 02:20:30,0,0,#MusicRetweet -  Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/S8ENECxeXq
83,Englewood,,2016-03-17 02:17:07,0,2,"RT @DNAinfoCHI: After years of delays, man pleads guilty to raping teen girls https://t.co/wLPpa3UymK https://t.co/f55ihOA6BU"
84,Englewood,,2016-03-17 02:08:41,0,11,"RT @KollegeKidd: Lil Durk Rides Through Englewood In South Side #Chicago [Video]
https://t.co/616l4cjTlJ https://t.co/RiwMlhAD5q"
85,Englewood,,2016-03-17 02:05:31,0,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/fA4KQUll9l
86,Englewood,,2016-03-17 02:05:29,0,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/oFhh0ZdlVO
87,Englewood,,2016-03-17 02:05:28,1,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/eJdCTp4R2E
88,Englewood,,2016-03-17 02:05:26,1,0,✈✈ Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/gbH4WpWtzt
89,Englewood,,2016-03-17 01:57:00,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
90,Englewood,,2016-03-17 01:54:45,0,0,I liked a @YouTube video from @complex_news https://t.co/BcfCVcqH5t Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
91,Englewood,"{'coordinates': [-87.64477778, 41.77978611], 'type': 'Point'}",2016-03-17 01:52:08,0,0,"Be stayin low tryna duck the bullshit @ Englewood, Chicago https://t.co/9NP1ZKcZkR"
92,Englewood,,2016-03-17 01:31:34,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
93,Englewood,,2016-03-17 01:22:27,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The… https://t.co/SuZuLoepA8 #wshh
94,Englewood,,2016-03-17 01:22:14,0,0,"Y'all said hell naw to south chicago, englewood, south shore..."
95,Englewood,,2016-03-17 01:18:14,0,0,low-income seniors in chicago's #englewood neighborhood on the struggle of living on $727 a month https://t.co/aU1rmeOllt
96,Englewood,,2016-03-17 01:18:00,0,3,RT @AllHipHopModels: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/AdD4n8CzqX #HipH…
97,Englewood,,2016-03-17 01:15:49,0,1,RT @AHHMCEO: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/P3XKmtHepx #HipHop
98,Englewood,,2016-03-17 01:15:48,0,3,RT @AllHipHopModels: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/AdD4n8CzqX #HipH…
99,Englewood,,2016-03-17 01:10:35,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/MSKxoZXYU3 #HipHop
100,Englewood,,2016-03-17 01:10:34,0,1,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/P3XKmtHepx #HipHop
101,Englewood,,2016-03-17 01:10:34,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/vKXyXbK159 #HipHop
102,Englewood,,2016-03-17 01:10:33,1,3,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/AdD4n8CzqX #HipHop
103,Englewood,,2016-03-17 01:10:33,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side | The Neighborhood https://t.co/Tm3AqqVacs #HipHop
104,Englewood,,2016-03-17 01:09:20,1,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/49ZTxh6lSj"
105,Englewood,,2016-03-17 00:57:16,0,2,"After years of delays, man pleads guilty to raping teen girls https://t.co/wLPpa3UymK https://t.co/f55ihOA6BU"
106,Englewood,,2016-03-17 00:02:18,0,0,"Bait Car - Chicago, Englewood #FuckTheBaitCar  https://t.co/kDAPy5UZbD"
107,Englewood,,2016-03-16 23:06:53,0,0,247Plug: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/4rHM7gWLAO
108,Englewood,,2016-03-16 23:06:53,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood:  The Def Jam/Coke Bo... https://t.co/lKjETxOiGs
109,Englewood,,2016-03-16 23:06:52,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/orrwLTTban
110,Englewood,,2016-03-16 23:06:52,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/xKPRe2yfWM
111,Englewood,,2016-03-16 23:06:51,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/d1NCLeOWxK
112,Englewood,,2016-03-16 23:06:50,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/SA0EjSpBTT
113,Englewood,,2016-03-16 23:06:49,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/6NhvhbDmgi
114,Englewood,,2016-03-16 23:06:49,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/CDtTmCcyUQ
115,Englewood,,2016-03-16 23:06:48,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/HjB9hELxQa
116,Englewood,,2016-03-16 23:00:59,0,5,RT @DNAinfoCHI: Man pleads guilty to violently raping young girls after 7 years of delays https://t.co/ImglyhocxT https://t.co/xoNbmSLEqv
117,Englewood,,2016-03-16 22:42:59,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/82gXz7VJK1
118,Englewood,,2016-03-16 22:16:09,0,0,I liked a @YouTube video from @complex_news https://t.co/rXIE94CU8E Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
119,Englewood,,2016-03-16 22:15:41,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
120,Englewood,,2016-03-16 22:02:02,0,2,"RT @growinghome: ""The LGBT community doesn’t only live on the North Side."" https://t.co/mJeA1C3Gmj 

Another one by @DNAinfoCHI's @AndreaVW…"
121,Englewood,,2016-03-16 22:01:13,2,0,"Happy news … Howard Brown opens clinic in Englewood, where their services are much needed https://t.co/ADO0D9U2f2 via @AndreaVWatson12"
122,Englewood,,2016-03-16 22:00:21,0,2,"RT @growinghome: ""The LGBT community doesn’t only live on the North Side."" https://t.co/mJeA1C3Gmj 

Another one by @DNAinfoCHI's @AndreaVW…"
123,Englewood,,2016-03-16 21:40:17,1,2,"""The LGBT community doesn’t only live on the North Side."" https://t.co/mJeA1C3Gmj 

Another one by @DNAinfoCHI's @AndreaVWatson12 #Englewood"
124,Englewood,,2016-03-16 21:37:36,0,1,"RT @AnnaDeShawn: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/kD5szTjtRT"
125,Englewood,,2016-03-16 21:33:32,0,5,RT @DNAinfoCHI: Man pleads guilty to violently raping young girls after 7 years of delays https://t.co/ImglyhocxT https://t.co/xoNbmSLEqv
126,Englewood,,2016-03-16 21:32:30,0,0,Working at Englewood Whole Foods Info Series Kicks Off Thursday via @DNAinfoCHI https://t.co/axlCRQLMdl
127,Englewood,,2016-03-16 21:30:33,0,1,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/kD5szTjtRT"
128,Englewood,,2016-03-16 21:28:36,0,3,RT @CSTbreaking: Man wounded in West Englewood drive-by shooting https://t.co/pdebcDHnra
129,Englewood,,2016-03-16 21:14:18,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
130,Englewood,,2016-03-16 21:06:20,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
131,Englewood,,2016-03-16 21:04:56,0,3,RT @CSTbreaking: Man wounded in West Englewood drive-by shooting https://t.co/pdebcDHnra
132,Englewood,,2016-03-16 21:01:53,2,3,Man wounded in West Englewood drive-by shooting https://t.co/pdebcDHnra
133,Englewood,,2016-03-16 20:41:10,0,0,"#Durk Rides Through #Englewood In South Side #Chicago [Video]
https://t.co/y3Bp2x5pUk https://t.co/p9BCN34D3C"
134,Englewood,,2016-03-16 20:24:47,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | ... https://t.co/r0L38kSN9U
135,Englewood,,2016-03-16 20:07:06,1,0,Jimmie Smith pleads guilty to raping 4 young girls after YEARS of (crazy) delays https://t.co/mdpJCJXLD8 https://t.co/i75VRhh89P
136,Englewood,,2016-03-16 19:32:19,0,0,Why when its Black on Black crime the leave the color out of the title? https://t.co/RypHCBjpI9
137,Englewood,,2016-03-16 19:11:15,0,0,@SPOTNEWSonIG Man pleads guilty to violently raping young girls on South Side https://t.co/HSHfxpen8g https://t.co/TXa2QoErwa
138,Englewood,,2016-03-16 19:11:10,0,0,Man pleads guilty to violently raping young girls on South Side https://t.co/HSHfxpen8g https://t.co/TXa2QoErwa
139,Englewood,,2016-03-16 19:09:48,0,5,RT @DNAinfoCHI: Man pleads guilty to violently raping young girls after 7 years of delays https://t.co/ImglyhocxT https://t.co/xoNbmSLEqv
140,Englewood,,2016-03-16 19:07:07,0,5,RT @DNAinfoCHI: Man pleads guilty to violently raping young girls after 7 years of delays https://t.co/ImglyhocxT https://t.co/xoNbmSLEqv
141,Englewood,,2016-03-16 19:06:13,1,5,Man pleads guilty to violently raping young girls after 7 years of delays https://t.co/ImglyhocxT https://t.co/xoNbmSLEqv
142,Englewood,,2016-03-16 18:36:15,0,2,"RT @KollegeKidd: #LilDurk Rides Through #Englewood In South Side #Chicago [Video]
https://t.co/NAMGEL6h4M https://t.co/StsVfUhkrf"
143,Englewood,,2016-03-16 18:30:36,0,1,RT @retailwire: Whole Foods closer to new store in poor Chicago neighborhood https://t.co/LewTb1puzv @chicagotribune via @retailwire https:…
144,Englewood,,2016-03-16 18:30:19,0,1,Whole Foods closer to new store in poor Chicago neighborhood https://t.co/LewTb1puzv @chicagotribune via @retailwire https://t.co/K49sYkUGKo
145,Englewood,,2016-03-16 18:28:02,0,2,"RT @KollegeKidd: #LilDurk Rides Through #Englewood In South Side #Chicago [Video]
https://t.co/NAMGEL6h4M https://t.co/StsVfUhkrf"
146,Englewood,,2016-03-16 18:27:50,12,2,"#LilDurk Rides Through #Englewood In South Side #Chicago [Video]
https://t.co/NAMGEL6h4M https://t.co/StsVfUhkrf"
147,Englewood,,2016-03-16 18:22:16,0,0,What do you think https://t.co/dF4Dvj85Fs
148,Englewood,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 18:14:33,0,0,"Hemodialysis Registered Nurse - Englewood - Chicago, IL - Fresenius Medical Care: (#Chicago, IL) https://t.co/mFXWHmsMto #dialysis #Job"
149,Englewood,,2016-03-16 18:07:51,0,7,"RT @KollegeKidd: #LilDurk Rides Through #Englewood In South Side #Chicago [Video]
https://t.co/NAMGEL6h4M https://t.co/StsVfUhkrf"
150,Englewood,,2016-03-16 18:06:59,0,0,"Video: #LilDurk #Chicago #EngleWood 
Chicago Est.1837: COMPLEX EXCLUSIVE: LIL DURK GIVES A TOUR OF ENGLEW... https://t.co/twjlShe5S1"
151,Englewood,,2016-03-16 18:03:20,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
152,Englewood,,2016-03-16 17:54:21,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
153,Englewood,,2016-03-16 17:33:19,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
154,Englewood,,2016-03-16 17:30:08,0,2,"RT @AndreaVWatson12: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/x8NnLaTPE0"
155,Englewood,,2016-03-16 17:18:51,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
156,Englewood,,2016-03-16 17:18:01,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
157,Englewood,,2016-03-16 17:05:27,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
