,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content
158,Englewood,,2016-03-16 16:55:06,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
159,Englewood,,2016-03-16 16:54:47,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
160,Englewood,,2016-03-16 16:53:51,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
161,Englewood,,2016-03-16 16:53:36,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
162,Englewood,,2016-03-16 16:52:44,1,0,"WONDERFUL! RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/npFCtZDG2J"
163,Englewood,,2016-03-16 16:52:40,0,16,"RT @lollybowean: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
164,Englewood,,2016-03-16 16:49:48,14,16,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/1cJukKbWbF"
165,Englewood,,2016-03-16 16:49:23,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago s South Side- https://t.co/ubl5B9zivT
166,Englewood,,2016-03-16 16:42:41,0,0,WELCOME TO ENGLEWOOD!!!-CHICAGO ENGLEWOOD #1: https://t.co/KwyNczhE9J via @YouTube
167,Englewood,,2016-03-16 16:41:24,0,0,I added a video to a @YouTube playlist https://t.co/KwyNczhE9J WELCOME TO ENGLEWOOD!!!-CHICAGO ENGLEWOOD #1
168,Englewood,,2016-03-16 16:30:10,0,0,I liked a @YouTube video from @complex_news https://t.co/oVKfxh1NX9 Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
169,Englewood,,2016-03-16 16:13:17,0,2,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side  https://t.co/x8NnLaTPE0"
170,Englewood,,2016-03-16 16:07:01,0,3,"RT @evanFmoore: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/cux4M0VcFY"
171,Englewood,,2016-03-16 16:01:01,0,0,@LILDURK_ TAKES @COMPLEXMAG ON A TOUR OF ENGLEWOOD ON CHICAGO’S SOUTH SIDE THE NEIGHBORHOOD https://t.co/RZGaV6RL8A ~ #follow @inticeonline
172,Englewood,,2016-03-16 16:00:17,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side Englewood https://t.co/nu3XXn55vS Chicago https://t.co/JNoYBeKQuq"
173,Englewood,,2016-03-16 15:59:41,0,3,"RT @evanFmoore: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/cux4M0VcFY"
174,Englewood,,2016-03-16 15:55:39,1,4,Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” https://t.co/IQ1B5ZJDa9
175,Englewood,,2016-03-16 15:49:02,0,0,Join the Resident Association of Greater Englewood - (RAGE) Today! https://t.co/I1LVIP4MG4 via @everyblock https://t.co/kVGsaOfaqJ
176,Englewood,,2016-03-16 15:34:40,0,0,Join the Resident Association of Greater Englewood - (RAGE) Today! https://t.co/I1LVIP4MG4 via @everyblock
177,Englewood,,2016-03-16 15:33:38,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side - DNAinfo https://t.co/zK6FbV7KfN #LGBT"
178,Englewood,,2016-03-16 15:30:28,0,3,RT @PeterNickeas: Englewood had two homicides within 3 blocks in 3 hours: 69/Racine and 70/Morgan   #chicago
179,Englewood,,2016-03-16 15:21:10,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on ... - DNAinfo https://t.co/Ze2GNAp4VH"
180,Englewood,,2016-03-16 15:21:07,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on ... - DNAinfo https://t.co/PMSRevfANn"
181,Englewood,,2016-03-16 15:17:11,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on ... - DNAinfo https://t.co/gEij78pK6o"
182,Englewood,,2016-03-16 15:14:42,0,0,"Retweeted MetroFamily Services (@MetroFamChicago):

Tomorrow! Learn about #jobs available at the new #Englewood... https://t.co/uwZc1hM8KQ"
183,Englewood,,2016-03-16 15:10:05,0,2,RT @MetroFamChicago: Tomorrow! Learn about #jobs available at the new #Englewood Whole Foods! #goodinenglewood https://t.co/Vb4UOlDzFn
184,Englewood,,2016-03-16 15:05:31,0,3,"RT @evanFmoore: Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/cux4M0VcFY"
185,Englewood,,2016-03-16 15:02:23,1,3,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side via @DNAinfoCHI https://t.co/cux4M0VcFY"
186,Englewood,,2016-03-16 15:00:02,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/1xLV6yd5Au"
187,Englewood,,2016-03-16 14:56:57,0,122,"RT @ComplexMag: .@LilDurk_ gave us a tour of Englewood on Chicago's South Side in ""The Neighborhood.""

https://t.co/B8y26RLyqH
https://t.co…"
188,Englewood,,2016-03-16 14:56:13,0,3,RT @MixtapeReport: Lil Durk Takes Complex on a Tour of Englewood on Chicago’s South Side https://t.co/RiwvZ47TmJ https://t.co/7bDSqzPY4h
189,Englewood,,2016-03-16 14:49:40,0,0,"Englewood Shootings Leave 2 Dead, 2 Wounded in Just 4 Hours, Police Say - https://t.co/OsYuJD5ZKm #GoogleAlerts"
190,Englewood,,2016-03-16 14:49:35,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/FjtZchkHTD
191,Englewood,,2016-03-16 14:48:49,0,3,RT @PeterNickeas: Englewood had two homicides within 3 blocks in 3 hours: 69/Racine and 70/Morgan   #chicago
192,Englewood,,2016-03-16 14:48:41,1,0,"Radio Zone 6 (Englewood / Chicago Lawn districts had 3 of the homicides and 003rd District, due east, had the fourth. #chicago"
193,Englewood,,2016-03-16 14:48:12,0,3,RT @PeterNickeas: Englewood had two homicides within 3 blocks in 3 hours: 69/Racine and 70/Morgan   #chicago
194,Englewood,,2016-03-16 14:47:23,2,3,Englewood had two homicides within 3 blocks in 3 hours: 69/Racine and 70/Morgan   #chicago
195,Englewood,,2016-03-16 14:39:09,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
196,Englewood,,2016-03-16 14:36:39,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
197,Englewood,,2016-03-16 14:34:09,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
198,Englewood,,2016-03-16 14:32:06,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
199,Englewood,,2016-03-16 14:31:50,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
200,Englewood,,2016-03-16 14:31:03,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
201,Englewood,,2016-03-16 14:30:47,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
202,Englewood,,2016-03-16 14:30:30,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
203,Englewood,,2016-03-16 14:30:00,0,9,RT @DNAinfoCHI: .@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
204,Englewood,,2016-03-16 14:29:38,14,9,.@howardbrownhc to open first South Side LGBT-focused clinic in Englewood https://t.co/2qPZexQpap https://t.co/fAaXi0Idq4
205,Englewood,,2016-03-16 14:15:20,0,0,"Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side https://t.co/MMTAaFnDAJ via @DnainfoCHI"
206,Englewood,,2016-03-16 14:11:28,0,0,Whole Foods closer to new store in poor Chicago neighborhood https://t.co/iNXH5hzgr3 @chicagotribune via @retailwire https://t.co/9H9zHFIJET
207,Englewood,,2016-03-16 14:00:07,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/ntukpNvSg3"
208,Englewood,,2016-03-16 13:47:54,0,88,"RT @kylekinane: Chicago, this summer skateboard to the museum campus, shout ""More like the SHREDD Aquarium!"" and try kickflips until the le…"
209,Englewood,,2016-03-16 13:45:24,0,1,"RT @dnainfo_breen: Englewood Shootings Leave 2 Dead, 2 Wounded in Just 4 Hours, Police Say https://t.co/V3CPAckHHc https://t.co/xXBWgoOxvK"
210,Englewood,,2016-03-16 13:39:58,0,1,"Englewood Shootings Leave 2 Dead, 2 Wounded in Just 4 Hours, Police Say https://t.co/V3CPAckHHc https://t.co/xXBWgoOxvK"
211,Englewood,,2016-03-16 13:02:01,0,2,Tomorrow! Learn about #jobs available at the new #Englewood Whole Foods! #goodinenglewood https://t.co/Vb4UOlDzFn
212,Englewood,,2016-03-16 13:00:06,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/elMGYucQk2"
213,Englewood,,2016-03-16 12:50:22,0,0,"#UniteBlue #LGBT Howard Brown Opens LGBT-Focused Clinic in Englewood, Its 1st on South Side... https://t.co/nfyFzUYlXP #Homophobia #World"
214,Englewood,,2016-03-16 12:39:52,0,0,"Chicago 119th homicide was 7:30 p.m., a 23-yo man was shot killed in the 1200 block of West 69th Street in Englewood"
215,Englewood,,2016-03-16 12:07:20,0,0,3/20 Day I'm Bringing The Hottests Youngin Out Of Englewood Chicago To Atlanta #Swear deja_vu_2… https://t.co/WobsMGEz4c
216,Englewood,,2016-03-16 12:00:07,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/AKH4WB2p6c"
217,Englewood,,2016-03-16 11:00:08,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/rYyP22YG4g"
218,Englewood,,2016-03-16 10:00:09,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/i1NlBKk1mI"
219,Englewood,,2016-03-16 09:01:57,0,0,Police: Man shot to death in Englewood - https://t.co/IPtRG5UbM1
220,Englewood,,2016-03-16 09:01:57,0,0,Police: Man shot to death in Englewood https://t.co/IzTzVRo0Hi
221,Englewood,,2016-03-16 09:01:57,0,0,Police: Man shot to death in Englewood - https://t.co/QofAef7WWV
222,Englewood,,2016-03-16 09:00:07,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/z7WmyDQKhW"
223,Englewood,,2016-03-16 08:48:11,0,0,I liked a @YouTube video from @complex_news https://t.co/DVxCH2yZau Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
224,Englewood,,2016-03-16 08:00:11,1,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/1vRcFodmhw"
225,Englewood,,2016-03-16 07:02:28,0,0,Lil Durk Gives Us A Tour Of Englewood On Chicago’s South Side In “The Neighborhood” -  https://t.co/YSNr86IM0s
226,Englewood,,2016-03-16 07:00:14,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/ZHiHjA7c11"
227,Englewood,,2016-03-16 06:49:28,0,0,"Lil Durk Gives Us A Tour of Englewood on Chicago's South Side in ""The Neighborhood"" @ComplexMusic https://t.co/cSsGaAKD1z"
228,Englewood,,2016-03-16 06:45:50,1,0,Police: Man shot to death in Englewood https://t.co/IC89wjcdnE
229,Englewood,,2016-03-16 06:00:14,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/CFQKhJQfzY"
230,Englewood,,2016-03-16 05:29:38,0,0,"Lil Durk Gives Us A Tour of Englewood on Chicago's South Side in ""The Neighborhood"" @ComplexMusic https://t.co/kYGoCXj96M @lildurk_ 💗"
231,Englewood,,2016-03-16 05:16:19,0,0,I liked a @YouTube video from @complex_news https://t.co/T2DIwxVASv Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
232,Englewood,,2016-03-16 05:00:11,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/4v7504HfAU"
233,Englewood,,2016-03-16 04:33:44,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
234,Englewood,,2016-03-16 04:33:13,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
235,Englewood,,2016-03-16 04:33:07,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
236,Englewood,,2016-03-16 04:31:37,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
237,Englewood,,2016-03-16 04:30:39,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
238,Englewood,,2016-03-16 04:30:23,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
239,Englewood,,2016-03-16 04:28:46,0,0,2 people shot in West Englewood - https://t.co/chGCPpDnNM
240,Englewood,,2016-03-16 04:28:46,0,0,2 people shot in West Englewood https://t.co/OkIac7JIsw
241,Englewood,,2016-03-16 04:28:46,0,0,2 people shot in West Englewood - https://t.co/S6k9nXanCB
242,Englewood,,2016-03-16 04:28:29,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
243,Englewood,,2016-03-16 04:27:28,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
244,Englewood,,2016-03-16 04:26:55,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
245,Englewood,,2016-03-16 04:26:26,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
246,Englewood,,2016-03-16 04:24:34,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
247,Englewood,,2016-03-16 04:24:21,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
248,Englewood,,2016-03-16 04:24:11,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
249,Englewood,,2016-03-16 04:24:04,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
250,Englewood,,2016-03-16 04:23:36,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
251,Englewood,,2016-03-16 04:23:23,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
252,Englewood,,2016-03-16 04:22:00,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
253,Englewood,,2016-03-16 04:21:47,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
254,Englewood,,2016-03-16 04:21:27,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
255,Englewood,,2016-03-16 04:21:20,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
256,Englewood,,2016-03-16 04:18:42,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
257,Englewood,,2016-03-16 04:18:18,0,23,RT @avidmix: Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.c…
258,Englewood,,2016-03-16 04:14:06,14,23,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/APJlbNkRtF https://t.co/ff0DxQWPob
259,Englewood,,2016-03-16 04:14:06,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood - https://t.co/G339sjC5NI https://t.co/VcFAV8ZLgR
260,Englewood,,2016-03-16 04:00:13,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/TYstq3Dnd2"
261,Englewood,,2016-03-16 03:56:13,0,0,2 people shot in West Englewood https://t.co/bmkbIYtpGy
262,Englewood,,2016-03-16 03:00:12,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/PGNdhxrlFP"
263,Englewood,,2016-03-16 02:55:01,0,2,"RT @CSTbreaking: Police: Man shot to death in West Englewood
https://t.co/qVzV1FfVF8"
264,Englewood,,2016-03-16 02:31:32,0,0,"Lil Durk Takes us on Tour of Englewood on Chicago's South Side 
https://t.co/JOjcvH41S7"
265,Englewood,,2016-03-16 02:31:32,0,0,"Lil Durk Takes us on Tour of Englewood on Chicago's South Side 
https://t.co/uxZxI8pGFj"
266,Englewood,,2016-03-16 02:08:52,0,0,"1 dead, 1 wounded in South Side shootings: One man was killed in a shooting in an Englewood neighborhood store and… https://t.co/yYvVl9PjWs"
267,Englewood,,2016-03-16 02:05:09,0,0,"1 dead, 1 wounded in South Side shootings: One man was killed in a shooting in an Englewood… https://t.co/EcH9xcOVpu #Chicago #News"
268,Englewood,,2016-03-16 02:03:40,0,2,"RT @CSTbreaking: Police: Man shot to death in West Englewood
https://t.co/qVzV1FfVF8"
269,Englewood,,2016-03-16 02:01:50,1,2,"Police: Man shot to death in West Englewood
https://t.co/qVzV1FfVF8"
270,Englewood,,2016-03-16 02:00:13,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/0MgsA0p8qm"
271,Englewood,,2016-03-16 01:52:00,0,0,.@LilDurk_ Takes @ComplexMag on a Tour of Englewood on #Chicago's South Side | The Neighborhood https://t.co/GqhuBmCsK8 #lildurk #OTF #chi
272,Englewood,,2016-03-16 01:00:12,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/GZ1JZQh1PS"
273,Englewood,,2016-03-16 00:50:09,0,0,Everyone one deserves a chance to live and grow. Don't count anyone out!!!! https://t.co/9YiiHQJrkq
274,Englewood,,2016-03-16 00:47:56,0,122,"RT @ComplexMag: .@LilDurk_ gave us a tour of Englewood on Chicago's South Side in ""The Neighborhood.""

https://t.co/B8y26RLyqH
https://t.co…"
275,Englewood,,2016-03-16 00:41:35,0,0,I liked a @YouTube video from @complex_news https://t.co/QWovjkuYAw Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
276,Englewood,,2016-03-16 00:00:17,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/0CrrbdPx6P"
277,Englewood,,2016-03-15 23:45:31,0,0,[Video] Lil Durk Gives A Tour Of Englewood On Chicago’s South Side | https://t.co/hwxlKCTiiQ | #UL https://t.co/lz6ju3rmpg
278,Englewood,,2016-03-15 23:45:30,1,0,[Video] Lil Durk Gives A Tour Of Englewood On Chicago’s South Side | https://t.co/Kij07iygXd | #UL https://t.co/GJm5uxuk6i
279,Englewood,,2016-03-15 23:40:05,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | ... https://t.co/ep78egXohf via @YouTube
280,Englewood,,2016-03-15 23:32:09,0,0,I liked a @YouTube video from @complex_news https://t.co/ufs5748fLO Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
281,Englewood,,2016-03-15 23:30:41,0,0,.@lildurk_ Takes Complex On A Tour Of Englewood On Chicago’s South Side https://t.co/IntJasy0oc
282,Englewood,,2016-03-15 23:30:41,0,0,.@lildurk_ Takes Complex On A Tour Of Englewood On Chicago’s South Side https://t.co/mf3NCqh4hu
283,Englewood,,2016-03-15 23:30:40,0,0,.@lildurk_ Takes Complex On A Tour Of Englewood On Chicago’s South Side https://t.co/HnOLZNAM0H
284,Englewood,,2016-03-15 23:21:59,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood https://t.co/5BLeHaF0gM
285,Englewood,"{'coordinates': [-87.66396247, 41.77396874], 'type': 'Point'}",2016-03-15 23:21:28,2,0,Resident Association of Greater Englewood bi-monthly village meeting. Spreading the good news. #Chicago #Englewood https://t.co/zQWHpjO9dA
286,Englewood,,2016-03-15 23:18:07,0,0,For Updates &amp; more... Visit LouDGangUSA https://t.co/hUqQyblWq5 #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT
287,Englewood,,2016-03-15 23:11:33,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | The Neighborhood💯💯 https://t.co/L2qg68Y4Mq
288,Englewood,,2016-03-15 23:00:20,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/Fr0Y166nBp"
289,Englewood,,2016-03-15 22:12:58,0,0,Lil Durk Takes Complex on a Tour of Englewood on Chicago's South Side | ... https://t.co/d1wCczhqMC via @YouTube
290,Englewood,,2016-03-15 22:00:16,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/e0DrVp8d1v"
291,Englewood,,2016-03-15 21:38:36,0,30,"RT @ComplexMusic: .@lildurk_ gives us a tour of Englewood on Chicago's South Side in ""The Neighborhood."" https://t.co/8zb1RXXTAq
https://t.…"
292,Englewood,,2016-03-15 21:00:22,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/olDGytmP5b"
293,Englewood,,2016-03-15 20:57:11,0,0,Take A Tour of Chicago w/ @lildurk_ https://t.co/oTPQmnNUaq https://t.co/76tnpQJEOK
294,Englewood,,2016-03-15 20:34:44,0,0,I liked a @YouTube video from @complex_news https://t.co/KsC4IIHlxu Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
295,Englewood,,2016-03-15 20:32:05,0,2,RT @growinghome: The Nature trail will look out over our farms! #Englewood #Chicago #Positivity https://t.co/QB7LlCTQ2U
296,Englewood,,2016-03-15 20:00:18,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/Bbebn9IPGo"
297,Englewood,,2016-03-15 19:55:13,0,0,I liked a @YouTube video from @complex_news https://t.co/fCFJhi3bus Lil Durk Takes Complex on a Tour of Englewood on Chicago's South
298,Englewood,,2016-03-15 19:48:39,0,0,Hal00 - Lean On Me (prod. by Dre Brown) Englewood Chicago stand up! https://t.co/ST9klWlo2j
299,Englewood,,2016-03-15 19:30:46,1,0,"Retweeted Growing Home (@growinghome):

The Nature trail will look out over our farms! #Englewood #Chicago... https://t.co/7npyJ3LtS8"
300,Englewood,,2016-03-15 19:30:35,0,2,RT @growinghome: The Nature trail will look out over our farms! #Englewood #Chicago #Positivity https://t.co/QB7LlCTQ2U
301,Englewood,,2016-03-15 19:10:20,4,2,The Nature trail will look out over our farms! #Englewood #Chicago #Positivity https://t.co/QB7LlCTQ2U
302,Englewood,"{'coordinates': [-87.66115998, 41.78729154], 'type': 'Point'}",2016-03-15 19:02:58,0,0,"😂😂😂 #Facts @ Chicago (Englewood neighborhood), Illinois https://t.co/9Q8SJZ4yWQ"
303,Englewood,,2016-03-15 19:00:16,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/Ox1ZP8r9FA"
304,Englewood,,2016-03-15 18:58:49,0,0,"Get out and vote @ Chicago (Englewood neighborhood), Illinois https://t.co/IAR92YOK1b"
305,Englewood,,2016-03-15 18:50:54,0,12,"RT @DefJamRecords: .@LILDURK_ Gives Us A Tour of Englewood on Chicago's South Side in ""The Neighborhood"" via @ComplexMag https://t.co/gLea5…"
306,Englewood,,2016-03-15 18:30:40,0,0,"Dumb bitch 😒🤔😂 @ Chicago (Englewood), Illinois https://t.co/BFnegMHO2Q"
307,Englewood,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-15 18:26:51,0,0,"If you're a professional in #Chicago, IL, check out this #job: https://t.co/1E3S9etfMh #Hiring"
308,Englewood,,2016-03-15 18:25:48,0,7,"RT @KollegeKidd: #LilDurk Rides Through #Englewood In South Side #Chicago [Video]
https://t.co/NAMGEL6h4M https://t.co/StsVfUhkrf"
309,Englewood,,2016-03-15 18:05:51,0,2,RT @CSTbreaking: Man gets 25 years for fatal 2014 Englewood shooting https://t.co/tRW7sxNMus https://t.co/p5WYKFwjZn
310,Englewood,,2016-03-15 18:01:14,0,2,Man gets 25 years for fatal 2014 Englewood shooting https://t.co/tRW7sxNMus https://t.co/p5WYKFwjZn
311,Englewood,,2016-03-15 18:00:59,0,3,RT @the9elements: Take A Tour of Chicago’s Englewood Section w/ Lil Durk (Video) https://t.co/w3sP8WJLQs https://t.co/KzW9sxd152
312,Englewood,,2016-03-15 18:00:17,0,0,"Def Jam/Coke Boys Rapper, Lil Durk, Gives a Tour of Englewood on Chicago's South Side  https://t.co/QaNVGLjJ1x"
313,Englewood,,2016-03-15 18:00:11,0,3,RT @trapsntrunks: Video: @LilDurk_ Takes @ComplexMag on a Tour of Englewood on Chicago's South Side https://t.co/ofKdDYOTHN https://t.co/BF…
314,Englewood,,2016-03-15 17:54:08,0,7,"RT @KollegeKidd: #LilDurk Rides Through #Englewood In South Side #Chicago [Video]
https://t.co/NAMGEL6h4M https://t.co/StsVfUhkrf"
