,Unnamed: 0,Unnamed: 0.1,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content,Latitude,Longitude,Date,Sentiment
693,693,693,kenwood,"{'coordinates': [-87.8302994, 41.8287509], 'type': 'Point'}",2016-03-10 02:46:31,5,5,"Final, Kenwood 71, Proviso East 61, Broncos play Curie on Friday in sectional final at R-B.",-87.8302994,41.828750899999996,2016-03-10,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}"
694,694,694,kenwood,"{'coordinates': [-87.8298387, 41.8285095], 'type': 'Point'}",2016-03-10 02:16:33,1,1,Kenwood pulling away with 12-2 run in 4th for 57-44 lead,-87.8298387,41.828509499999996,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
695,695,695,kenwood,,2016-03-10 02:06:12,0,1,"RT @hurstsports: End Q3, Kenwood 45, Proviso East 42.",,,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
696,696,696,kenwood,"{'coordinates': [-87.8300307, 41.8285519], 'type': 'Point'}",2016-03-10 02:05:24,0,1,"End Q3, Kenwood 45, Proviso East 42.",-87.83003070000001,41.828551899999994,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
697,697,697,kenwood,,2016-03-10 01:37:44,0,2,"RT @hurstsports: Halftime,  Kenwood 32, Proviso East 26. Charlie Harlan 8 points for Kenwood, Antonio Williams 12 for Proviso",,,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
698,698,698,kenwood,"{'coordinates': [-87.8300307, 41.8285519], 'type': 'Point'}",2016-03-10 01:37:26,1,2,"Halftime,  Kenwood 32, Proviso East 26. Charlie Harlan 8 points for Kenwood, Antonio Williams 12 for Proviso",-87.83003070000001,41.828551899999994,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
699,699,699,kenwood,,2016-03-10 01:13:16,0,1,"RT @hurstsports: End 1Q, Kenwood 12 , Proviso East 9",,,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
700,700,700,kenwood,"{'coordinates': [-87.8300691, 41.8284362], 'type': 'Point'}",2016-03-10 01:13:10,1,1,"End 1Q, Kenwood 12 , Proviso East 9",-87.8300691,41.8284362,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
701,701,701,kenwood,"{'coordinates': [-87.8300307, 41.8285519], 'type': 'Point'}",2016-03-10 00:51:43,0,0,#4 Kenwood vs. #17 Proviso East at Riverside-Brookfield sectional tonight,-87.83003070000001,41.828551899999994,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
702,702,702,kenwood,"{'coordinates': [-87.58972074, 41.80336341], 'type': 'Point'}",2016-03-09 14:42:50,0,0,"I'm at Kenwood Academy High School in Chicago, IL https://t.co/Ht3nUuCHF1",-87.58972074,41.80336341,2016-03-09,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
703,703,703,kenwood,"{'coordinates': [-87.58577465, 41.73469572], 'type': 'Point'}",2016-03-08 23:28:22,0,0,"I'm at @Kenwood_Liquors in Chicago, IL https://t.co/lqiQetEFkN",-87.58577465,41.73469572,2016-03-08,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
704,704,704,washington park,"{'coordinates': [-87.6179, 41.79375], 'type': 'Point'}",2016-03-17 21:27:02,0,0,"#Afternoons in Washington Park.
#CityLife
#StreetStyle 
#ASmileADay @ Washington Park https://t.co/276q9sijwx",-87.6179,41.79375,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
705,705,705,washington park,"{'coordinates': [-87.62266667, 41.88270833], 'type': 'Point'}",2016-03-16 20:32:49,0,0,Washington &amp; Michigan @ Millennium Park https://t.co/8yOCrZFwOD,-87.62266667,41.88270833,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
706,706,706,washington park,"{'coordinates': [-87.628219, 41.87632], 'type': 'Point'}",2016-03-11 19:31:51,0,0,studying in hyde park is boring @ Harold Washington Library https://t.co/RHt1oiPiUJ,-87.628219,41.87632,2016-03-11,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}"
707,707,707,washington park,"{'coordinates': [-87.63055556, 41.89916667], 'type': 'Point'}",2016-03-08 23:59:50,0,0,"we met our goals, and #Chicago was nice out. @ Washington Square Park (Chicago) https://t.co/3oJhLUka1G",-87.63055556,41.89916667,2016-03-08,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}"
708,708,708,washington park,"{'coordinates': [-87.6218676, 41.7838869], 'type': 'Point'}",2016-03-08 20:39:46,0,0,Me &amp; My Double Cup #KINGTAE #KTE @ CICS Washington Park https://t.co/k0IyO31Kjv,-87.6218676,41.7838869,2016-03-08,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
709,709,709,hyde park,"{'coordinates': [-87.6071822, 41.7915701], 'type': 'Point'}",2016-03-17 23:47:24,0,0,Excited to hear the inspired Poets in the finals at #LTAB2016 at DuSable museum in Hyde Park @YoungChiAuthors Amazing cultural juggernaut,-87.60718220000001,41.7915701,2016-03-17,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.8555}"
710,710,710,hyde park,"{'coordinates': [-87.5889551, 41.800187], 'type': 'Point'}",2016-03-17 12:13:24,0,0,Come and try this weeks curated wines on Friday March 18th hyattplace Hyde park.… https://t.co/QqiB3SmhP4,-87.58895509999999,41.800187,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
711,711,711,hyde park,"{'coordinates': [-87.59279826, 41.80241652], 'type': 'Point'}",2016-03-17 04:23:55,0,0,"Martini and Rachel Maddoe (@ 1356 E Hyde Park Blvd in Chicago, IL) https://t.co/e7R8ehPJ2H https://t.co/Rdfcu6IZiw",-87.59279826,41.80241652,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
712,712,712,hyde park,"{'coordinates': [-87.59264, 41.80128], 'type': 'Point'}",2016-03-17 04:05:43,0,0,"Wit tha Bestie @arm28 in Hyde Park! She misses me. 😘 @ Chicago, Hyde… https://t.co/sQ9HUNBXmy",-87.59264,41.80128,2016-03-17,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.2942}"
713,713,713,hyde park,,2016-03-17 03:24:45,0,1,"RT @soulficial: #placemat #interiordesign #pb3style @ Hyde Park, Chicago https://t.co/ZaMjlMjSEh",,,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
714,714,714,hyde park,"{'coordinates': [-87.59, 41.8], 'type': 'Point'}",2016-03-17 03:03:57,2,1,"#placemat #interiordesign #pb3style @ Hyde Park, Chicago https://t.co/ZaMjlMjSEh",-87.59,41.8,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
715,715,715,hyde park,"{'coordinates': [-87.59682655, 41.80199874], 'type': 'Point'}",2016-03-16 23:05:33,0,0,"I'm at Hyde Park in Chicago, IL https://t.co/DBXhKA9V9b",-87.59682655,41.80199874,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
716,716,716,hyde park,"{'coordinates': [-87.58473086, 41.79553094], 'type': 'Point'}",2016-03-16 18:09:42,1,0,"Be Inspired.
#StreetArt
#Art
#Mural
#Legacy @ 55th Hyde Park https://t.co/6GfvfZWz22",-87.58473086,41.79553094,2016-03-16,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}"
717,717,717,hyde park,"{'coordinates': [-87.58473086, 41.79553094], 'type': 'Point'}",2016-03-16 18:08:22,0,0,"Be Inspired By Your Legacy.
#StreetArt
#Art
#Mural @ 55th Hyde Park https://t.co/6GfvfZWz22",-87.58473086,41.79553094,2016-03-16,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
718,718,718,hyde park,"{'coordinates': [-87.60381, 41.80229], 'type': 'Point'}",2016-03-16 17:07:36,0,0,Closed due to gas main break in #SouthSide on Drexel Ave Both NB/SB between Hyde Park Blvd and 53rd St #traffic #Chicago,-87.60381,41.80229,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
719,719,719,hyde park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 12:59:30,0,0,"#Chicago, IL #Hospitality #Job: OPERATIONS MANAGER, EVS EVENINGS HYDE PARK at Compass Group USA https://t.co/P9QJb2nkdT #Jobs #Hiring",-87.62979820000001,41.8781136,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
720,720,720,hyde park,,2016-03-16 11:51:15,0,1,RT @blanco64: Friday Night Lights With Hennessey Pure White😈😈 @ Hyde Park Cigars https://t.co/HrOh46T6eb,,,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
721,721,721,hyde park,"{'coordinates': [-87.5872, 41.801], 'type': 'Point'}",2016-03-15 21:26:22,0,0,Live at the barbershop!! #1376 #barbershop3 @ Hyde Park/53rd Street https://t.co/xJVdmazK8h,-87.5872,41.801,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
722,722,722,hyde park,"{'coordinates': [-87.59, 41.8], 'type': 'Point'}",2016-03-15 20:55:54,2,0,"""Today was a good day"" | Snapchat: Jmilla91 @ Hyde Park, Chicago https://t.co/4drDM6jXiT",-87.59,41.8,2016-03-15,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
723,723,723,hyde park,"{'coordinates': [-87.5872, 41.801], 'type': 'Point'}",2016-03-15 18:35:26,0,0,"Live on the set for the #barbershop3 trailer, stay tuned!!! #barbershopconnect @ Hyde Park/53rd… https://t.co/RQagmDA2UM",-87.5872,41.801,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
724,724,724,hyde park,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-15 18:32:50,0,0,Target announces new Hyde Park store to open in late 2016/early 2017 https://t.co/ue821auQJ8,-87.62626724,41.88804564,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
725,725,725,hyde park,"{'coordinates': [-87.59264, 41.80128], 'type': 'Point'}",2016-03-15 15:49:35,1,0,"#HydePark, home to three Presidents today. #twill @ Chicago, Hyde park https://t.co/DQbEVdxROv",-87.59264,41.80128,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
726,726,726,hyde park,"{'coordinates': [-87.59, 41.8], 'type': 'Point'}",2016-03-15 02:59:54,0,0,"Single in Chicago. #simplicity @ Hyde Park, Chicago https://t.co/Z1pZ9fBXBz",-87.59,41.8,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
727,727,727,hyde park,"{'coordinates': [-87.59, 41.8], 'type': 'Point'}",2016-03-14 20:38:26,0,0,"Beer cans in bike basket (as seen on delivery). @ Hyde Park, Chicago https://t.co/NzjM7AMSEw",-87.59,41.8,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
728,728,728,hyde park,"{'coordinates': [-87.59047937, 41.79971304], 'type': 'Point'}",2016-03-14 17:13:52,0,0,Thinking of a master plan! @ Hyde Park Hair Salon (HPHS) https://t.co/qgtVIKsx2j,-87.59047937,41.79971304,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
729,729,729,hyde park,"{'coordinates': [-87.59279826, 41.80241652], 'type': 'Point'}",2016-03-14 01:36:08,0,0,"Manhattan and The Walking Dead (@ 1356 E Hyde Park Blvd in Chicago, IL) https://t.co/IMSjK0lNTN https://t.co/x4UOSJaeAr",-87.59279826,41.80241652,2016-03-14,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.6486}"
730,730,730,hyde park,"{'coordinates': [-87.59543835, 41.7998223], 'type': 'Point'}",2016-03-13 21:42:48,0,0,"Last minute things (@ Hyde Park Produce in Chicago, IL) https://t.co/KXNIVN88mG",-87.59543835,41.7998223,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
731,731,731,hyde park,"{'coordinates': [-87.588686, 41.800298], 'type': 'Point'}",2016-03-13 21:42:16,0,0,"Finally found a spot where I can have a salad and some personal space #iswear (@ Ja' Grill Hyde Park in Chicago, IL) https://t.co/vGXVKAyBPe",-87.588686,41.800298,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
732,732,732,hyde park,"{'coordinates': [-87.58991, 41.79927], 'type': 'Point'}",2016-03-13 16:48:06,0,0,#foodporn #clarkeschicago @ Clarke's Hyde Park https://t.co/2nfDqDGILT,-87.58991,41.79927,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
733,733,733,hyde park,"{'coordinates': [-87.58991, 41.79927], 'type': 'Point'}",2016-03-13 16:41:34,0,0,Breakfast with my future #xavieruniversity student. Love her @ Clarke's Hyde Park https://t.co/CFso9CezsK,-87.58991,41.79927,2016-03-13,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}"
734,734,734,hyde park,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-12 22:40:21,0,0,"The Ferris wheel originated in Hyde Park. ;-) #CityLife #ChicagoAdventure @ Chicago, Illinois https://t.co/VEqtrkcQ59",-87.6844,41.8369,2016-03-12,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}"
735,735,735,hyde park,"{'coordinates': [-87.59682655, 41.80199874], 'type': 'Point'}",2016-03-12 20:47:12,0,0,"I'm at Hyde Park in Chicago, IL https://t.co/phAcK5yTaZ",-87.59682655,41.80199874,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
736,736,736,hyde park,"{'coordinates': [-87.588686, 41.800298], 'type': 'Point'}",2016-03-12 19:11:33,1,0,"Lunch with Sweet NieceDaughter 💗 (@ Ja' Grill Hyde Park in Chicago, IL) https://t.co/EiH8BaiTrq https://t.co/XC4h8Uwlrk",-87.588686,41.800298,2016-03-12,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}"
737,737,737,hyde park,"{'coordinates': [-87.58931638, 41.80031814], 'type': 'Point'}",2016-03-12 04:10:34,0,0,Just posted a photo @ Hyde Park Cigars https://t.co/J7sq9mxlew,-87.58931638,41.80031814,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
738,738,738,hyde park,"{'coordinates': [-87.58931638, 41.80031814], 'type': 'Point'}",2016-03-12 04:05:49,0,0,Crystal Waters❤️❤️❤️❤️ @ Hyde Park Cigars https://t.co/oBhBji4BaC,-87.58931638,41.80031814,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
739,739,739,hyde park,"{'coordinates': [-87.58931638, 41.80031814], 'type': 'Point'}",2016-03-12 03:59:16,0,0,Just posted a photo @ Hyde Park Cigars https://t.co/ZAjVjFksyW,-87.58931638,41.80031814,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
740,740,740,hyde park,"{'coordinates': [-87.58931638, 41.80031814], 'type': 'Point'}",2016-03-12 03:50:42,0,0,Just posted a photo @ Hyde Park Cigars https://t.co/RM9pE5DdqL,-87.58931638,41.80031814,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
741,741,741,hyde park,"{'coordinates': [-87.58931638, 41.80031814], 'type': 'Point'}",2016-03-12 03:38:40,0,0,Just posted a photo @ Hyde Park Cigars https://t.co/E2zZYAzZlE,-87.58931638,41.80031814,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
742,742,742,hyde park,"{'coordinates': [-87.58931638, 41.80031814], 'type': 'Point'}",2016-03-12 03:28:48,0,0,Live From Chicago😈😈 @ Hyde Park Cigars https://t.co/Ldh2Es2j9Q,-87.58931638,41.80031814,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
743,743,743,hyde park,"{'coordinates': [-87.58931638, 41.80031814], 'type': 'Point'}",2016-03-12 02:54:17,0,1,Friday Night Lights With Hennessey Pure White😈😈 @ Hyde Park Cigars https://t.co/HrOh46T6eb,-87.58931638,41.80031814,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
744,744,744,hyde park,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-11 20:21:27,0,0,"Compass Group USA: ASSISTANT DIRECTOR II OF EVS (HYDE PARK) - EVENINGS (#Chicago, IL) https://t.co/hfN5NzrTD8 #Hospitality #Job #Jobs",-87.62979820000001,41.8781136,2016-03-11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
745,745,745,hyde park,"{'coordinates': [-87.628219, 41.87632], 'type': 'Point'}",2016-03-11 19:31:51,0,0,studying in hyde park is boring @ Harold Washington Library https://t.co/RHt1oiPiUJ,-87.628219,41.87632,2016-03-11,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}"
746,746,746,hyde park,,2016-03-09 22:36:41,0,1,RT @FluffyNutterz: Madge is not a fan of the vets 🐱 #cats #ILoveCats @ Hyde Park Animal… https://t.co/mecWQVzppe,,,2016-03-09,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2411}"
747,747,747,hyde park,"{'coordinates': [-87.5856229, 41.7686508], 'type': 'Point'}",2016-03-09 17:50:02,1,1,Madge is not a fan of the vets 🐱 #cats #ILoveCats @ Hyde Park Animal… https://t.co/mecWQVzppe,-87.5856229,41.768650799999996,2016-03-09,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.2411}"
748,748,748,hyde park,"{'coordinates': [-87.59543835, 41.7998223], 'type': 'Point'}",2016-03-09 01:41:10,0,0,"I'm at Hyde Park Produce in Chicago, IL w/ @blacksamroth https://t.co/9aLcytFvzT",-87.59543835,41.7998223,2016-03-09,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
749,749,749,woodlawn,"{'coordinates': [-87.59144765, 41.77923136], 'type': 'Point'}",2016-03-15 02:11:06,0,0,"I'm at woodlawn neighborhood in Chicago, IL https://t.co/icUUJt1unV",-87.59144765,41.77923136,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
750,750,750,woodlawn,"{'coordinates': [-87.59144765, 41.77923136], 'type': 'Point'}",2016-03-14 03:55:46,0,0,"I'm at woodlawn neighborhood in Chicago, IL https://t.co/PeogdH6TLz",-87.59144765,41.77923136,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
751,751,751,woodlawn,"{'coordinates': [-87.59144765, 41.77923136], 'type': 'Point'}",2016-03-13 14:05:31,0,0,"I'm at woodlawn neighborhood in Chicago, IL https://t.co/FzSxRsUSyd",-87.59144765,41.77923136,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
752,752,752,woodlawn,"{'coordinates': [-87.59680645, 41.79521276], 'type': 'Point'}",2016-03-12 02:59:38,0,0,"I'm at Jimmy's Woodlawn Tap in Chicago, IL https://t.co/945jozKAn6",-87.59680645,41.79521276,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
753,753,753,woodlawn,"{'coordinates': [-87.59181425, 41.78407298], 'type': 'Point'}",2016-03-10 03:46:38,0,0,"I'm at woodlawn neighborhood in Chicago, IL https://t.co/YG1s6h9JWg",-87.59181425,41.78407298,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
754,754,754,south shore,"{'coordinates': [-87.5696732, 41.76631345], 'type': 'Point'}",2016-03-17 23:57:55,0,0,"Flash Taco South Shore! (at @FlashTacoSs in Chicago, IL) https://t.co/V5tTpnG6fg",-87.56967320000001,41.76631345,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
755,755,755,south shore,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 21:23:28,0,0,"We're #hiring! Click to apply: Dialysis Patient Care Technician - South Shore - Chicago, IL - https://t.co/hgpkH456b8 #Job #Chicago, IL",-87.62979820000001,41.8781136,2016-03-17,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5411}"
756,756,756,south shore,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 19:01:12,0,0,"Interested in a #job near #Chicago, IL? This could be a great fit: https://t.co/QJlJD2WqN2 #dialysis #Hiring #CareerArc",-87.62979820000001,41.8781136,2016-03-17,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.8519}"
757,757,757,south shore,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 18:40:23,0,0,"Want to work in #Chicago, IL? View our latest opening: https://t.co/BQFpvlva8U #Job #dialysis #Jobs #Hiring #CareerArc",-87.62979820000001,41.8781136,2016-03-17,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}"
758,758,758,south shore,"{'coordinates': [-87.6230129, 41.87702391], 'type': 'Point'}",2016-03-16 16:48:10,0,0,"#goodbye #chicago, you have been good, as always. @ Van Buren Street Metra &amp; South Shore Trains https://t.co/Sj4qiHPYBM",-87.6230129,41.87702391,2016-03-16,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}"
759,759,759,south shore,"{'coordinates': [-87.55057745, 41.75409867], 'type': 'Point'}",2016-03-15 03:16:22,0,0,Me and Bae 😍😍😍 @ South Shore Drive https://t.co/ERRvwTxYg0,-87.55057745,41.75409867,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
760,760,760,south shore,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-13 13:02:16,0,0,We're #hiring! Read about our latest #job opening here: Dialysis Patient Care Technician - South Shore -... - https://t.co/oZlF4An1q4,-87.62979820000001,41.8781136,2016-03-13,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5411}"
761,761,761,south shore,"{'coordinates': [-87.56517034, 41.76807885], 'type': 'Point'}",2016-03-13 01:57:56,0,0,"Our tour of Chicago starts here. #CFE (@ South Shore Cultural Center in Chicago, IL) https://t.co/3TLDMU7kmn",-87.56517034,41.76807885,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
762,762,762,south shore,"{'coordinates': [-87.5695114, 41.7660141], 'type': 'Point'}",2016-03-12 00:10:04,0,0,71st Street #southshore #chicago #sunset @ Flash Taco South Shore https://t.co/m860H4h1bW,-87.56951140000001,41.7660141,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
763,763,763,south shore,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-11 20:24:01,0,0,"Join the Fresenius Medical Care team! See our latest #job opening here: https://t.co/fZJzfkVkD0 #dialysis #Chicago, IL #Hiring #CareerArc",-87.62979820000001,41.8781136,2016-03-11,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.69}"
764,764,764,south shore,"{'coordinates': [-87.56277778, 41.76972222], 'type': 'Point'}",2016-03-10 01:47:01,0,0,African American Contractors Association  Banquet  #MichaelJackson @ South Shore Cultural Center https://t.co/GoT28bE8mL,-87.56277778,41.76972222,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
765,765,765,south shore,"{'coordinates': [-87.57249148, 41.76275002], 'type': 'Point'}",2016-03-09 23:09:45,0,0,"#buyers #condo #realestate (@ South Shore in Chicago, IL) https://t.co/iHnsMMfZhC",-87.57249148,41.76275002,2016-03-09,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
766,766,766,south shore,"{'coordinates': [-87.58, 41.76], 'type': 'Point'}",2016-03-09 21:09:45,0,0,"When you come home and find a #shoppingcart #ontheblock #😑 #wth @ South Shore, Chicago https://t.co/bMwrSsM5Vm",-87.58,41.76,2016-03-09,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
767,767,767,south shore,"{'coordinates': [-87.62105227, 41.86753149], 'type': 'Point'}",2016-03-09 21:01:10,0,0,"I'm at Bridge Over South Shore Line in Chicago, IL https://t.co/d60kHk7pDm",-87.62105227,41.86753149,2016-03-09,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
768,768,768,chatham,"{'coordinates': [-87.6027202, 41.7411537], 'type': 'Point'}",2016-03-17 22:55:40,0,0,Just posted a photo @ Chatham Neiqhborhood https://t.co/ZRVIaXym5u,-87.60272020000001,41.7411537,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
769,769,769,chatham,"{'coordinates': [-87.6027202, 41.7411537], 'type': 'Point'}",2016-03-15 17:16:28,0,0,Lawd.... Only a few mo days!!! #fundslow #whatsinthedeepfreezer #hangry #sorrynotsorry @ Chatham… https://t.co/iSXhNtI8Dg,-87.60272020000001,41.7411537,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
770,770,770,chatham,"{'coordinates': [-87.61166667, 41.74], 'type': 'Point'}",2016-03-15 15:55:49,0,0,"Get out and VOTE 📝🇺🇸 @ Chatham, Chicago https://t.co/N4TX0RhRBL",-87.61166667,41.74,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
771,771,771,chatham,"{'coordinates': [-87.61967679, 41.74047488], 'type': 'Point'}",2016-03-13 16:33:37,0,0,"I'm at Chatham Neighborhood in Chicago, IL https://t.co/Zs2cn4MBY2",-87.61967679,41.74047488,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
772,772,772,chatham,"{'coordinates': [-87.61967679, 41.74047488], 'type': 'Point'}",2016-03-13 02:41:42,0,0,"I'm at Chatham Neighborhood in Chicago, IL https://t.co/vbeFijxqlt",-87.61967679,41.74047488,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
773,773,773,chatham,"{'coordinates': [-87.6049134, 41.75091536], 'type': 'Point'}",2016-03-11 03:42:48,0,0,"I'm at Chatham Neighborhood in Chicago, IL https://t.co/xXSHZWAf5m",-87.6049134,41.75091536,2016-03-11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
